    ID 	     time  	         popPred  	   indPred_mean*  	    indPred_mode  	  
     1 	  -2.4000  	        0.0000   	        0.0000   	        0.0000   	  
     1 	  -2.1091  	        0.0000   	        0.0000   	        0.0000   	  
     1 	  -1.8182  	        0.0000   	        0.0000   	        0.0000   	  
     1 	  -1.5273  	        0.0000   	        0.0000   	        0.0000   	  
     1 	  -1.2364  	        0.0000   	        0.0000   	        0.0000   	  
     1 	  -0.9455  	        0.0000   	        0.0000   	        0.0000   	  
     1 	  -0.6545  	        0.0000   	        0.0000   	        0.0000   	  
     1 	  -0.3636  	        0.0000   	        0.0000   	        0.0000   	  
     1 	  -0.0727  	        0.0000   	        0.0000   	        0.0000   	  
     1 	   0.2182  	       17.0084   	       12.9952   	       12.8075   	  
     1 	   0.5091  	       14.6245   	       10.6116   	       10.5807   	  
     1 	   0.8000  	       12.6064   	        8.7026   	        8.7742   	  
     1 	   1.0909  	       10.8972   	        7.1728   	        7.3078   	  
     1 	   1.3818  	        9.4492   	        5.9458   	        6.1165   	  
     1 	   1.6727  	        8.2218   	        4.9607   	        5.1477   	  
     1 	   1.9636  	        7.1808   	        4.1689   	        4.3589   	  
     1 	   2.2545  	        6.2974   	        3.5316   	        3.7158   	  
     1 	   2.5455  	        5.5471   	        3.0177   	        3.1906   	  
     1 	   2.8364  	        4.9094   	        2.6025   	        2.7609   	  
     1 	   3.1273  	        4.3668   	        2.2663   	        2.4085   	  
     1 	   3.4182  	        3.9047   	        1.9931   	        2.1188   	  
     1 	   3.7091  	        3.5105   	        1.7705   	        1.8799   	  
     1 	   4.0000  	        3.1739   	        1.5883   	        1.6821   	  
     1 	   4.2909  	        2.8859   	        1.4384   	        1.5178   	  
     1 	   4.5818  	        2.6391   	        1.3146   	        1.3806   	  
     1 	   4.8727  	        2.4271   	        1.2116   	        1.2655   	  
     1 	   5.1636  	        2.2445   	        1.1254   	        1.1683   	  
     1 	   5.4545  	        2.0869   	        1.0526   	        1.0857   	  
     1 	   5.7455  	        1.9505   	        0.9907   	        1.0151   	  
     1 	   6.0364  	        1.8320   	        0.9376   	        0.9542   	  
     1 	   6.3273  	        1.7286   	        0.8915   	        0.9013   	  
     1 	   6.6182  	        1.6382   	        0.8511   	        0.8550   	  
     1 	   6.9091  	        1.5587   	        0.8155   	        0.8140   	  
     1 	   7.2000  	        1.4885   	        0.7836   	        0.7776   	  
     1 	   7.4909  	        1.4262   	        0.7549   	        0.7448   	  
     1 	   7.7818  	        1.3706   	        0.7288   	        0.7151   	  
     1 	   8.0727  	        1.3208   	        0.7048   	        0.6880   	  
     1 	   8.3636  	        1.2758   	        0.6826   	        0.6630   	  
     1 	   8.6545  	        1.2351   	        0.6620   	        0.6399   	  
     1 	   8.9455  	        1.1979   	        0.6425   	        0.6184   	  
     1 	   9.2364  	        1.1638   	        0.6242   	        0.5982   	  
     1 	   9.5273  	        1.1324   	        0.6068   	        0.5792   	  
     1 	   9.8182  	        1.1032   	        0.5902   	        0.5611   	  
     1 	  10.1091  	        1.0760   	        0.5744   	        0.5440   	  
     1 	  10.4000  	        1.0505   	        0.5592   	        0.5277   	  
     1 	  10.6909  	        1.0265   	        0.5445   	        0.5121   	  
     1 	  10.9818  	        1.0038   	        0.5304   	        0.4971   	  
     1 	  11.2727  	        0.9823   	        0.5168   	        0.4827   	  
     1 	  11.5636  	        0.9617   	        0.5036   	        0.4688   	  
     1 	  11.8545  	        0.9420   	        0.4908   	        0.4555   	  
     1 	  12.1455  	        0.9232   	        0.4784   	        0.4425   	  
     1 	  12.4364  	        0.9050   	        0.4663   	        0.4301   	  
     1 	  12.7273  	        0.8875   	        0.4546   	        0.4180   	  
     1 	  13.0182  	        0.8705   	        0.4432   	        0.4063   	  
     1 	  13.3091  	        0.8541   	        0.4321   	        0.3949   	  
     1 	  13.6000  	        0.8381   	        0.4213   	        0.3839   	  
     1 	  13.8909  	        0.8226   	        0.4108   	        0.3733   	  
     1 	  14.1818  	        0.8075   	        0.4006   	        0.3629   	  
     1 	  14.4727  	        0.7928   	        0.3906   	        0.3528   	  
     1 	  14.7636  	        0.7785   	        0.3809   	        0.3431   	  
     1 	  15.0545  	        0.7644   	        0.3714   	        0.3336   	  
     1 	  15.3455  	        0.7507   	        0.3622   	        0.3244   	  
     1 	  15.6364  	        0.7373   	        0.3532   	        0.3154   	  
     1 	  15.9273  	        0.7242   	        0.3444   	        0.3067   	  
     1 	  16.2182  	        0.7113   	        0.3359   	        0.2982   	  
     1 	  16.5091  	        0.6987   	        0.3275   	        0.2900   	  
     1 	  16.8000  	        0.6863   	        0.3194   	        0.2820   	  
     1 	  17.0909  	        0.6742   	        0.3115   	        0.2743   	  
     1 	  17.3818  	        0.6624   	        0.3038   	        0.2667   	  
     1 	  17.6727  	        0.6507   	        0.2962   	        0.2593   	  
     1 	  17.9636  	        0.6393   	        0.2889   	        0.2522   	  
     1 	  18.2545  	        0.6281   	        0.2817   	        0.2453   	  
     1 	  18.5455  	        0.6170   	        0.2747   	        0.2385   	  
     1 	  18.8364  	        0.6062   	        0.2679   	        0.2319   	  
     1 	  19.1273  	        0.5956   	        0.2613   	        0.2256   	  
     1 	  19.4182  	        0.5852   	        0.2548   	        0.2193   	  
     1 	  19.7091  	        0.5749   	        0.2485   	        0.2133   	  
     1 	  20.0000  	        0.5649   	        0.2423   	        0.2074   	  
     1 	  20.2909  	        0.5550   	        0.2363   	        0.2017   	  
     1 	  20.5818  	        0.5453   	        0.2305   	        0.1962   	  
     1 	  20.8727  	        0.5358   	        0.2248   	        0.1908   	  
     1 	  21.1636  	        0.5264   	        0.2192   	        0.1855   	  
     1 	  21.4545  	        0.5172   	        0.2138   	        0.1804   	  
     1 	  21.7455  	        0.5082   	        0.2085   	        0.1754   	  
     1 	  22.0364  	        0.4993   	        0.2033   	        0.1706   	  
     1 	  22.3273  	        0.4906   	        0.1982   	        0.1659   	  
     1 	  22.6182  	        0.4820   	        0.1933   	        0.1614   	  
     1 	  22.9091  	        0.4736   	        0.1885   	        0.1569   	  
     1 	  23.2000  	        0.4654   	        0.1839   	        0.1526   	  
     1 	  23.4909  	        0.4572   	        0.1793   	        0.1484   	  
     1 	  23.7818  	        0.4493   	        0.1749   	        0.1443   	  
     1 	  24.0727  	        0.4414   	        0.1705   	        0.1403   	  
     1 	  24.3636  	        0.4337   	        0.1663   	        0.1365   	  
     1 	  24.6545  	        0.4262   	        0.1622   	        0.1327   	  
     1 	  24.9455  	        0.4187   	        0.1582   	        0.1291   	  
     1 	  25.2364  	        0.4114   	        0.1542   	        0.1255   	  
     1 	  25.5273  	        0.4042   	        0.1504   	        0.1221   	  
     1 	  25.8182  	        0.3972   	        0.1467   	        0.1187   	  
     1 	  26.1091  	        0.3903   	        0.1431   	        0.1154   	  
     1 	  26.4000  	        0.3835   	        0.1395   	        0.1123   	  
     2 	  -2.4000  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -2.1091  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -1.8182  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -1.5273  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -1.2364  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -0.9455  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -0.6545  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -0.3636  	        0.0000   	        0.0000   	        0.0000   	  
     2 	  -0.0727  	        0.0000   	        0.0000   	        0.0000   	  
     2 	   0.2182  	       28.2693   	       13.5731   	       12.9133   	  
     2 	   0.5091  	       21.4614   	       11.8384   	       11.4757   	  
     2 	   0.8000  	       16.3863   	       10.3469   	       10.2094   	  
     2 	   1.0909  	       12.6012   	        9.0639   	        9.0937   	  
     2 	   1.3818  	        9.7764   	        7.9599   	        8.1105   	  
     2 	   1.6727  	        7.6666   	        7.0094   	        7.2440   	  
     2 	   1.9636  	        6.0891   	        6.1907   	        6.4800   	  
     2 	   2.2545  	        4.9079   	        5.4850   	        5.8063   	  
     2 	   2.5455  	        4.0218   	        4.8764   	        5.2120   	  
     2 	   2.8364  	        3.3556   	        4.3512   	        4.6876   	  
     2 	   3.1273  	        2.8531   	        3.8974   	        4.2247   	  
     2 	   3.4182  	        2.4725   	        3.5050   	        3.8160   	  
     2 	   3.7091  	        2.1830   	        3.1654   	        3.4548   	  
     2 	   4.0000  	        1.9612   	        2.8710   	        3.1356   	  
     2 	   4.2909  	        1.7899   	        2.6156   	        2.8532   	  
     2 	   4.5818  	        1.6565   	        2.3935   	        2.6034   	  
     2 	   4.8727  	        1.5512   	        2.2001   	        2.3821   	  
     2 	   5.1636  	        1.4671   	        2.0315   	        2.1860   	  
     2 	   5.4545  	        1.3988   	        1.8840   	        2.0121   	  
     2 	   5.7455  	        1.3423   	        1.7549   	        1.8576   	  
     2 	   6.0364  	        1.2949   	        1.6414   	        1.7204   	  
     2 	   6.3273  	        1.2541   	        1.5415   	        1.5983   	  
     2 	   6.6182  	        1.2185   	        1.4532   	        1.4896   	  
     2 	   6.9091  	        1.1868   	        1.3749   	        1.3926   	  
     2 	   7.2000  	        1.1581   	        1.3054   	        1.3059   	  
     2 	   7.4909  	        1.1317   	        1.2433   	        1.2284   	  
     2 	   7.7818  	        1.1072   	        1.1876   	        1.1590   	  
     2 	   8.0727  	        1.0841   	        1.1376   	        1.0966   	  
     2 	   8.3636  	        1.0622   	        1.0923   	        1.0406   	  
     2 	   8.6545  	        1.0412   	        1.0513   	        0.9901   	  
     2 	   8.9455  	        1.0211   	        1.0139   	        0.9444   	  
     2 	   9.2364  	        1.0016   	        0.9797   	        0.9031   	  
     2 	   9.5273  	        0.9827   	        0.9482   	        0.8656   	  
     2 	   9.8182  	        0.9643   	        0.9191   	        0.8314   	  
     2 	  10.1091  	        0.9463   	        0.8922   	        0.8003   	  
     2 	  10.4000  	        0.9288   	        0.8671   	        0.7718   	  
     2 	  10.6909  	        0.9117   	        0.8435   	        0.7457   	  
     2 	  10.9818  	        0.8949   	        0.8215   	        0.7216   	  
     2 	  11.2727  	        0.8785   	        0.8006   	        0.6994   	  
     2 	  11.5636  	        0.8624   	        0.7809   	        0.6788   	  
     2 	  11.8545  	        0.8467   	        0.7622   	        0.6597   	  
     2 	  12.1455  	        0.8312   	        0.7444   	        0.6418   	  
     2 	  12.4364  	        0.8160   	        0.7273   	        0.6252   	  
     2 	  12.7273  	        0.8011   	        0.7110   	        0.6095   	  
     2 	  13.0182  	        0.7865   	        0.6953   	        0.5948   	  
     2 	  13.3091  	        0.7722   	        0.6802   	        0.5810   	  
     2 	  13.6000  	        0.7581   	        0.6657   	        0.5678   	  
     2 	  13.8909  	        0.7443   	        0.6516   	        0.5554   	  
     2 	  14.1818  	        0.7307   	        0.6380   	        0.5435   	  
     2 	  14.4727  	        0.7174   	        0.6248   	        0.5322   	  
     2 	  14.7636  	        0.7043   	        0.6120   	        0.5214   	  
     2 	  15.0545  	        0.6915   	        0.5995   	        0.5111   	  
     2 	  15.3455  	        0.6789   	        0.5874   	        0.5011   	  
     2 	  15.6364  	        0.6665   	        0.5756   	        0.4915   	  
     2 	  15.9273  	        0.6544   	        0.5641   	        0.4823   	  
     2 	  16.2182  	        0.6425   	        0.5529   	        0.4734   	  
     2 	  16.5091  	        0.6308   	        0.5419   	        0.4647   	  
     2 	  16.8000  	        0.6193   	        0.5313   	        0.4564   	  
     2 	  17.0909  	        0.6080   	        0.5208   	        0.4482   	  
     2 	  17.3818  	        0.5969   	        0.5106   	        0.4403   	  
     2 	  17.6727  	        0.5860   	        0.5006   	        0.4327   	  
     2 	  17.9636  	        0.5754   	        0.4908   	        0.4252   	  
     2 	  18.2545  	        0.5649   	        0.4813   	        0.4179   	  
     2 	  18.5455  	        0.5546   	        0.4719   	        0.4108   	  
     2 	  18.8364  	        0.5445   	        0.4627   	        0.4038   	  
     2 	  19.1273  	        0.5346   	        0.4537   	        0.3970   	  
     2 	  19.4182  	        0.5248   	        0.4449   	        0.3904   	  
     2 	  19.7091  	        0.5153   	        0.4363   	        0.3838   	  
     2 	  20.0000  	        0.5059   	        0.4279   	        0.3775   	  
     2 	  20.2909  	        0.4967   	        0.4196   	        0.3712   	  
     2 	  20.5818  	        0.4876   	        0.4115   	        0.3651   	  
     2 	  20.8727  	        0.4787   	        0.4036   	        0.3591   	  
     2 	  21.1636  	        0.4700   	        0.3958   	        0.3532   	  
     2 	  21.4545  	        0.4615   	        0.3881   	        0.3475   	  
     2 	  21.7455  	        0.4530   	        0.3806   	        0.3418   	  
     2 	  22.0364  	        0.4448   	        0.3733   	        0.3362   	  
     2 	  22.3273  	        0.4367   	        0.3661   	        0.3308   	  
     2 	  22.6182  	        0.4287   	        0.3591   	        0.3254   	  
     2 	  22.9091  	        0.4209   	        0.3521   	        0.3201   	  
     2 	  23.2000  	        0.4133   	        0.3454   	        0.3149   	  
     2 	  23.4909  	        0.4057   	        0.3387   	        0.3098   	  
     2 	  23.7818  	        0.3983   	        0.3322   	        0.3048   	  
     2 	  24.0727  	        0.3911   	        0.3258   	        0.2999   	  
     2 	  24.3636  	        0.3840   	        0.3195   	        0.2951   	  
     2 	  24.6545  	        0.3770   	        0.3134   	        0.2903   	  
     2 	  24.9455  	        0.3701   	        0.3073   	        0.2857   	  
     2 	  25.2364  	        0.3634   	        0.3014   	        0.2811   	  
     2 	  25.5273  	        0.3567   	        0.2956   	        0.2765   	  
     2 	  25.8182  	        0.3502   	        0.2899   	        0.2721   	  
     2 	  26.1091  	        0.3439   	        0.2844   	        0.2677   	  
     2 	  26.4000  	        0.3376   	        0.2789   	        0.2634   	  
     3 	  -2.4000  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -2.1091  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -1.8182  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -1.5273  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -1.2364  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -0.9455  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -0.6545  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -0.3636  	        0.0000   	        0.0000   	        0.0000   	  
     3 	  -0.0727  	        0.0000   	        0.0000   	        0.0000   	  
     3 	   0.2182  	       16.8433   	       37.5660   	       36.8070   	  
     3 	   0.5091  	       14.5065   	       32.1086   	       31.7478   	  
     3 	   0.8000  	       12.5249   	       27.5425   	       27.4641   	  
     3 	   1.0909  	       10.8438   	       23.7211   	       23.8362   	  
     3 	   1.3818  	        9.4172   	       20.5220   	       20.7630   	  
     3 	   1.6727  	        8.2059   	       17.8427   	       18.1588   	  
     3 	   1.9636  	        7.1769   	       15.5977   	       15.9513   	  
     3 	   2.2545  	        6.3021   	       13.7157   	       14.0792   	  
     3 	   2.5455  	        5.5580   	       12.1369   	       12.4910   	  
     3 	   2.8364  	        4.9245   	       10.8115   	       11.1427   	  
     3 	   3.1273  	        4.3846   	        9.6979   	        9.9974   	  
     3 	   3.4182  	        3.9240   	        8.7613   	        9.0238   	  
     3 	   3.7091  	        3.5305   	        7.9726   	        8.1955   	  
     3 	   4.0000  	        3.1940   	        7.3075   	        7.4900   	  
     3 	   4.2909  	        2.9056   	        6.7457   	        6.8884   	  
     3 	   4.5818  	        2.6581   	        6.2703   	        6.3748   	  
     3 	   4.8727  	        2.4451   	        5.8672   	        5.9356   	  
     3 	   5.1636  	        2.2616   	        5.5244   	        5.5594   	  
     3 	   5.4545  	        2.1029   	        5.2321   	        5.2364   	  
     3 	   5.7455  	        1.9653   	        4.9821   	        4.9586   	  
     3 	   6.0364  	        1.8457   	        4.7675   	        4.7189   	  
     3 	   6.3273  	        1.7413   	        4.5824   	        4.5116   	  
     3 	   6.6182  	        1.6498   	        4.4221   	        4.3316   	  
     3 	   6.9091  	        1.5694   	        4.2826   	        4.1749   	  
     3 	   7.2000  	        1.4983   	        4.1604   	        4.0378   	  
     3 	   7.4909  	        1.4351   	        4.0529   	        3.9173   	  
     3 	   7.7818  	        1.3788   	        3.9575   	        3.8110   	  
     3 	   8.0727  	        1.3283   	        3.8725   	        3.7167   	  
     3 	   8.3636  	        1.2827   	        3.7960   	        3.6325   	  
     3 	   8.6545  	        1.2414   	        3.7269   	        3.5570   	  
     3 	   8.9455  	        1.2037   	        3.6638   	        3.4888   	  
     3 	   9.2364  	        1.1692   	        3.6059   	        3.4269   	  
     3 	   9.5273  	        1.1373   	        3.5524   	        3.3703   	  
     3 	   9.8182  	        1.1077   	        3.5025   	        3.3183   	  
     3 	  10.1091  	        1.0802   	        3.4558   	        3.2701   	  
     3 	  10.4000  	        1.0544   	        3.4118   	        3.2253   	  
     3 	  10.6909  	        1.0302   	        3.3700   	        3.1833   	  
     3 	  10.9818  	        1.0072   	        3.3302   	        3.1437   	  
     3 	  11.2727  	        0.9855   	        3.2920   	        3.1062   	  
     3 	  11.5636  	        0.9647   	        3.2553   	        3.0705   	  
     3 	  11.8545  	        0.9449   	        3.2199   	        3.0364   	  
     3 	  12.1455  	        0.9259   	        3.1855   	        3.0037   	  
     3 	  12.4364  	        0.9076   	        3.1521   	        2.9721   	  
     3 	  12.7273  	        0.8899   	        3.1196   	        2.9416   	  
     3 	  13.0182  	        0.8729   	        3.0878   	        2.9120   	  
     3 	  13.3091  	        0.8564   	        3.0566   	        2.8832   	  
     3 	  13.6000  	        0.8403   	        3.0261   	        2.8551   	  
     3 	  13.8909  	        0.8248   	        2.9961   	        2.8276   	  
     3 	  14.1818  	        0.8096   	        2.9666   	        2.8007   	  
     3 	  14.4727  	        0.7948   	        2.9376   	        2.7743   	  
     3 	  14.7636  	        0.7804   	        2.9089   	        2.7484   	  
     3 	  15.0545  	        0.7663   	        2.8807   	        2.7229   	  
     3 	  15.3455  	        0.7526   	        2.8529   	        2.6978   	  
     3 	  15.6364  	        0.7391   	        2.8254   	        2.6731   	  
     3 	  15.9273  	        0.7259   	        2.7983   	        2.6487   	  
     3 	  16.2182  	        0.7130   	        2.7714   	        2.6246   	  
     3 	  16.5091  	        0.7004   	        2.7449   	        2.6009   	  
     3 	  16.8000  	        0.6880   	        2.7186   	        2.5774   	  
     3 	  17.0909  	        0.6759   	        2.6927   	        2.5542   	  
     3 	  17.3818  	        0.6640   	        2.6670   	        2.5312   	  
     3 	  17.6727  	        0.6523   	        2.6416   	        2.5085   	  
     3 	  17.9636  	        0.6409   	        2.6165   	        2.4860   	  
     3 	  18.2545  	        0.6296   	        2.5916   	        2.4638   	  
     3 	  18.5455  	        0.6186   	        2.5669   	        2.4417   	  
     3 	  18.8364  	        0.6078   	        2.5425   	        2.4199   	  
     3 	  19.1273  	        0.5971   	        2.5184   	        2.3983   	  
     3 	  19.4182  	        0.5867   	        2.4945   	        2.3770   	  
     3 	  19.7091  	        0.5764   	        2.4708   	        2.3558   	  
     3 	  20.0000  	        0.5663   	        2.4473   	        2.3348   	  
     3 	  20.2909  	        0.5565   	        2.4241   	        2.3140   	  
     3 	  20.5818  	        0.5467   	        2.4011   	        2.2934   	  
     3 	  20.8727  	        0.5372   	        2.3783   	        2.2730   	  
     3 	  21.1636  	        0.5278   	        2.3557   	        2.2528   	  
     3 	  21.4545  	        0.5186   	        2.3334   	        2.2328   	  
     3 	  21.7455  	        0.5096   	        2.3113   	        2.2129   	  
     3 	  22.0364  	        0.5007   	        2.2894   	        2.1933   	  
     3 	  22.3273  	        0.4919   	        2.2676   	        2.1738   	  
     3 	  22.6182  	        0.4834   	        2.2461   	        2.1545   	  
     3 	  22.9091  	        0.4749   	        2.2248   	        2.1353   	  
     3 	  23.2000  	        0.4667   	        2.2037   	        2.1163   	  
     3 	  23.4909  	        0.4585   	        2.1828   	        2.0975   	  
     3 	  23.7818  	        0.4505   	        2.1622   	        2.0789   	  
     3 	  24.0727  	        0.4427   	        2.1417   	        2.0604   	  
     3 	  24.3636  	        0.4350   	        2.1213   	        2.0421   	  
     3 	  24.6545  	        0.4274   	        2.1012   	        2.0240   	  
     3 	  24.9455  	        0.4199   	        2.0813   	        2.0060   	  
     3 	  25.2364  	        0.4126   	        2.0616   	        1.9882   	  
     3 	  25.5273  	        0.4054   	        2.0420   	        1.9706   	  
     3 	  25.8182  	        0.3984   	        2.0227   	        1.9531   	  
     3 	  26.1091  	        0.3914   	        2.0035   	        1.9357   	  
     3 	  26.4000  	        0.3846   	        1.9845   	        1.9185   	  
     4 	  -2.4000  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -2.1091  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -1.8182  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -1.5273  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -1.2364  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -0.9455  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -0.6545  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -0.3636  	        0.0000   	        0.0000   	        0.0000   	  
     4 	  -0.0727  	        0.0000   	        0.0000   	        0.0000   	  
     4 	   0.2182  	       16.5240   	       16.1665   	       15.7632   	  
     4 	   0.5091  	       14.2768   	       14.2418   	       13.9865   	  
     4 	   0.8000  	       12.3650   	       12.5720   	       12.4312   	  
     4 	   1.0909  	       10.7379   	       11.1230   	       11.0695   	  
     4 	   1.3818  	        9.3526   	        9.8650   	        9.8769   	  
     4 	   1.6727  	        8.1726   	        8.7725   	        8.8319   	  
     4 	   1.9636  	        7.1669   	        7.8231   	        7.9160   	  
     4 	   2.2545  	        6.3093   	        6.9977   	        7.1127   	  
     4 	   2.5455  	        5.5774   	        6.2797   	        6.4080   	  
     4 	   2.8364  	        4.9522   	        5.6547   	        5.7894   	  
     4 	   3.1273  	        4.4178   	        5.1101   	        5.2459   	  
     4 	   3.4182  	        3.9605   	        4.6353   	        4.7682   	  
     4 	   3.7091  	        3.5687   	        4.2209   	        4.3480   	  
     4 	   4.0000  	        3.2324   	        3.8589   	        3.9780   	  
     4 	   4.2909  	        2.9435   	        3.5421   	        3.6519   	  
     4 	   4.5818  	        2.6948   	        3.2647   	        3.3642   	  
     4 	   4.8727  	        2.4803   	        3.0213   	        3.1100   	  
     4 	   5.1636  	        2.2949   	        2.8075   	        2.8853   	  
     4 	   5.4545  	        2.1341   	        2.6192   	        2.6862   	  
     4 	   5.7455  	        1.9945   	        2.4532   	        2.5097   	  
     4 	   6.0364  	        1.8728   	        2.3065   	        2.3528   	  
     4 	   6.3273  	        1.7663   	        2.1764   	        2.2131   	  
     4 	   6.6182  	        1.6729   	        2.0609   	        2.0885   	  
     4 	   6.9091  	        1.5906   	        1.9580   	        1.9772   	  
     4 	   7.2000  	        1.5178   	        1.8661   	        1.8774   	  
     4 	   7.4909  	        1.4530   	        1.7838   	        1.7878   	  
     4 	   7.7818  	        1.3952   	        1.7097   	        1.7072   	  
     4 	   8.0727  	        1.3433   	        1.6429   	        1.6343   	  
     4 	   8.3636  	        1.2965   	        1.5823   	        1.5683   	  
     4 	   8.6545  	        1.2541   	        1.5273   	        1.5084   	  
     4 	   8.9455  	        1.2154   	        1.4771   	        1.4538   	  
     4 	   9.2364  	        1.1799   	        1.4310   	        1.4038   	  
     4 	   9.5273  	        1.1472   	        1.3887   	        1.3580   	  
     4 	   9.8182  	        1.1169   	        1.3495   	        1.3158   	  
     4 	  10.1091  	        1.0887   	        1.3132   	        1.2768   	  
     4 	  10.4000  	        1.0623   	        1.2794   	        1.2407   	  
     4 	  10.6909  	        1.0376   	        1.2478   	        1.2070   	  
     4 	  10.9818  	        1.0141   	        1.2181   	        1.1756   	  
     4 	  11.2727  	        0.9920   	        1.1901   	        1.1462   	  
     4 	  11.5636  	        0.9709   	        1.1637   	        1.1186   	  
     4 	  11.8545  	        0.9507   	        1.1386   	        1.0925   	  
     4 	  12.1455  	        0.9314   	        1.1147   	        1.0678   	  
     4 	  12.4364  	        0.9128   	        1.0919   	        1.0444   	  
     4 	  12.7273  	        0.8949   	        1.0701   	        1.0221   	  
     4 	  13.0182  	        0.8777   	        1.0491   	        1.0008   	  
     4 	  13.3091  	        0.8610   	        1.0289   	        0.9804   	  
     4 	  13.6000  	        0.8448   	        1.0095   	        0.9609   	  
     4 	  13.8909  	        0.8290   	        0.9907   	        0.9421   	  
     4 	  14.1818  	        0.8137   	        0.9725   	        0.9240   	  
     4 	  14.4727  	        0.7989   	        0.9548   	        0.9065   	  
     4 	  14.7636  	        0.7843   	        0.9377   	        0.8896   	  
     4 	  15.0545  	        0.7701   	        0.9210   	        0.8733   	  
     4 	  15.3455  	        0.7563   	        0.9048   	        0.8574   	  
     4 	  15.6364  	        0.7428   	        0.8889   	        0.8420   	  
     4 	  15.9273  	        0.7295   	        0.8735   	        0.8270   	  
     4 	  16.2182  	        0.7166   	        0.8584   	        0.8124   	  
     4 	  16.5091  	        0.7039   	        0.8437   	        0.7981   	  
     4 	  16.8000  	        0.6914   	        0.8292   	        0.7842   	  
     4 	  17.0909  	        0.6792   	        0.8151   	        0.7707   	  
     4 	  17.3818  	        0.6673   	        0.8013   	        0.7574   	  
     4 	  17.6727  	        0.6555   	        0.7877   	        0.7445   	  
     4 	  17.9636  	        0.6440   	        0.7745   	        0.7318   	  
     4 	  18.2545  	        0.6328   	        0.7614   	        0.7193   	  
     4 	  18.5455  	        0.6217   	        0.7487   	        0.7072   	  
     4 	  18.8364  	        0.6108   	        0.7361   	        0.6952   	  
     4 	  19.1273  	        0.6001   	        0.7238   	        0.6835   	  
     4 	  19.4182  	        0.5896   	        0.7117   	        0.6721   	  
     4 	  19.7091  	        0.5794   	        0.6999   	        0.6608   	  
     4 	  20.0000  	        0.5693   	        0.6882   	        0.6498   	  
     4 	  20.2909  	        0.5593   	        0.6768   	        0.6390   	  
     4 	  20.5818  	        0.5496   	        0.6655   	        0.6283   	  
     4 	  20.8727  	        0.5400   	        0.6545   	        0.6179   	  
     4 	  21.1636  	        0.5306   	        0.6436   	        0.6076   	  
     4 	  21.4545  	        0.5214   	        0.6330   	        0.5975   	  
     4 	  21.7455  	        0.5123   	        0.6225   	        0.5876   	  
     4 	  22.0364  	        0.5034   	        0.6122   	        0.5779   	  
     4 	  22.3273  	        0.4946   	        0.6020   	        0.5683   	  
     4 	  22.6182  	        0.4860   	        0.5921   	        0.5589   	  
     4 	  22.9091  	        0.4775   	        0.5823   	        0.5497   	  
     4 	  23.2000  	        0.4692   	        0.5727   	        0.5406   	  
     4 	  23.4909  	        0.4611   	        0.5632   	        0.5317   	  
     4 	  23.7818  	        0.4530   	        0.5539   	        0.5229   	  
     4 	  24.0727  	        0.4452   	        0.5447   	        0.5143   	  
     4 	  24.3636  	        0.4374   	        0.5357   	        0.5058   	  
     4 	  24.6545  	        0.4298   	        0.5269   	        0.4975   	  
     4 	  24.9455  	        0.4223   	        0.5182   	        0.4893   	  
     4 	  25.2364  	        0.4150   	        0.5096   	        0.4812   	  
     4 	  25.5273  	        0.4078   	        0.5012   	        0.4733   	  
     4 	  25.8182  	        0.4007   	        0.4929   	        0.4655   	  
     4 	  26.1091  	        0.3937   	        0.4848   	        0.4578   	  
     4 	  26.4000  	        0.3869   	        0.4768   	        0.4503   	  
     5 	  -2.4000  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -2.1091  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -1.8182  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -1.5273  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -1.2364  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -0.9455  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -0.6545  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -0.3636  	        0.0000   	        0.0000   	        0.0000   	  
     5 	  -0.0727  	        0.0000   	        0.0000   	        0.0000   	  
