"Scenario","ID","IVAR","TAD","PRED","IPRED","DV","IRES","PREDSE","Weight","IWRES","WRES","CWRES","PCWRES","CdfPCWRES","CdfDV","TADSeq","ObsName","ResetSeq","ModelName"
NA,24,120,120,29.5355,20.5197,18.582,-1.93771,NA,1,-0.519183,-0.58877,-0.615603,-0.671878,0.250831,0.101329,1,"EObs",0,"d.True model
 Turnover PD"
NA,25,0,0,95.8316,97.7888,99.997,2.20821,NA,1,0.591659,0.735159,0.730183,0.590557,0.722591,0.722591,1,"EObs",0,"d.True model
 Turnover PD"
NA,25,24,24,9.16873,11.1232,11.491,0.367835,NA,1.4808,0.119931,0.801536,0.712084,0.780297,0.782392,0.785714,1,"CObs",0,"d.True model
 Turnover PD"
NA,25,24,24,35.7039,30.7524,29.884,-0.868426,NA,1,-0.232683,-1.09949,-1.08628,-1.25549,0.104651,0.131229,1,"EObs",0,"d.True model
 Turnover PD"
NA,25,36,36,7.55541,9.61482,9.499,-0.11582,NA,1.85503,-0.042266,0.582444,0.5228,0.551348,0.709302,0.759136,1,"CObs",0,"d.True model
 Turnover PD"
NA,25,36,36,24.5836,20.0855,16.262,-3.82348,NA,1,-1.02445,-1.02729,-1.0705,-1.23738,0.107973,0.0481728,1,"EObs",0,"d.True model
 Turnover PD"
NA,25,48,48,6.22595,8.31096,8.5618,0.250839,NA,2.28686,0.101636,0.661208,0.613986,0.561069,0.712625,0.832226,1,"CObs",0,"d.True model
 Turnover PD"
NA,25,48,48,19.6543,15.6889,11.38,-4.30893,NA,1,-1.15452,-0.565687,-0.686812,-0.580672,0.280731,0.0415282,1,"EObs",0,"d.True model
 Turnover PD"
NA,25,72,72,4.22766,6.20971,5.9258,-0.283911,NA,3.28523,-0.137878,0.295442,0.339473,0.375026,0.646179,0.799003,1,"CObs",0,"d.True model
 Turnover PD"
NA,25,72,72,18.6988,14.6805,19.286,4.60548,NA,1,1.23397,1.71073,1.61108,1.59984,0.945183,0.503322,1,"EObs",0,"d.True model
 Turnover PD"
NA,25,96,96,2.87075,4.63972,5.4615,0.821783,NA,4.34392,0.458912,1.11332,1.00271,1.07496,0.858804,0.892027,1,"CObs",0,"d.True model
 Turnover PD"
NA,25,96,96,23.0093,17.4836,18.935,1.45136,NA,1,0.388871,0.297713,0.296517,0.503493,0.692691,0.313953,1,"EObs",0,"d.True model
 Turnover PD"
NA,25,120,120,1.94935,3.46666,3.132,-0.334663,NA,5.29685,-0.20637,0.245709,0.220867,0.0416504,0.516611,0.745847,1,"CObs",0,"d.True model
 Turnover PD"
NA,25,120,120,29.7505,21.7707,21.977,0.206264,NA,1,0.0552656,-0.166689,-0.187373,-0.304434,0.380399,0.257475,1,"EObs",0,"d.True model
 Turnover PD"
NA,26,0,0,95.8316,99.4906,99.465,-0.0256029,NA,1,-0.00685995,0.641266,0.639505,0.512968,0.696013,0.696013,1,"EObs",0,"d.True model
 Turnover PD"
NA,26,24,24,9.22662,8.93295,9.3368,0.403851,NA,2.06615,0.155537,0.0378741,-0.0306257,0.108472,0.543189,0.526578,1,"CObs",0,"d.True model
 Turnover PD"
NA,26,24,24,35.6802,44.5042,40.228,-4.27616,NA,1,-1.14574,0.641696,1.0873,0.438354,0.669435,0.719269,1,"EObs",0,"d.True model
 Turnover PD"
NA,26,36,36,7.62816,6.86413,7.104,0.23987,NA,2.92692,0.109954,-0.190231,-0.213449,-0.243899,0.403654,0.400332,1,"CObs",0,"d.True model
 Turnover PD"
NA,26,36,36,24.5316,37.1631,42.417,5.25393,NA,1,1.40772,3.22658,2.99712,2.93623,0.998339,0.995017,1,"EObs",0,"d.True model
 Turnover PD"
NA,26,48,48,6.3066,5.27442,4.5172,-0.757219,NA,3.8818,-0.399732,-0.560912,-0.439829,-0.401968,0.343854,0.250831,1,"CObs",0,"d.True model
 Turnover PD"
NA,26,48,48,19.5631,36.2603,34.713,-1.5473,NA,1,-0.414577,1.42057,0.531622,1.08992,0.862126,0.981728,1,"EObs",0,"d.True model
 Turnover PD"
NA,26,72,72,4.31069,3.11425,3.7209,0.606654,NA,5.59627,0.384522,0.168838,0.320197,0.295723,0.616279,0.416944,1,"CObs",0,"d.True model
 Turnover PD"
NA,26,72,72,18.4944,43.3482,41.657,-1.69118,NA,1,-0.453128,1.92899,0.745497,1.69698,0.95515,0.995017,1,"EObs",0,"d.True model
 Turnover PD"
NA,26,96,96,2.94644,1.83879,2.0205,0.181714,NA,6.61479,0.125221,0.167674,0.129279,0.116853,0.546512,0.297342,1,"CObs",0,"d.True model
 Turnover PD"
NA,26,96,96,22.6452,54.7697,57.532,2.76227,NA,1,0.740111,2.03597,1.30075,1.85832,0.968439,0.995017,1,"EObs",0,"d.True model
 Turnover PD"
NA,26,120,120,2.01395,1.0857,1.1528,0.0671007,NA,7.06293,0.0477805,0.387077,0.214042,0.226776,0.589701,0.310631,1,"CObs",0,"d.True model
 Turnover PD"
NA,26,120,120,29.1891,66.4627,70.066,3.60325,NA,1,0.965441,0.521058,0.711501,0.252487,0.599668,0.995017,1,"EObs",0,"d.True model
 Turnover PD"
NA,27,0,0,95.8316,100.573,103.98,3.4071,NA,1,0.912886,1.43812,1.41835,1.35292,0.91196,0.91196,1,"EObs",0,"d.True model
 Turnover PD"
NA,27,24,24,9.22662,10.4522,10.593,0.140762,NA,1.63328,0.0481999,0.469682,0.426994,0.682352,0.752492,0.729236,1,"CObs",0,"d.True model
 Turnover PD"
NA,27,24,24,35.6802,36.6763,36.342,-0.33428,NA,1,-0.0895656,-0.158853,-0.141912,-0.47533,0.317276,0.483389,1,"EObs",0,"d.True model
 Turnover PD"
NA,27,36,36,7.62816,8.2852,8.627,0.341796,NA,2.29664,0.138786,0.300672,0.241089,0.494062,0.689369,0.669435,1,"CObs",0,"d.True model
 Turnover PD"
NA,27,36,36,24.5316,24.5403,24.575,0.0347014,NA,1,0.00929775,-0.074647,-0.057931,-0.209719,0.416944,0.446844,1,"EObs",0,"d.True model
 Turnover PD"
NA,27,48,48,6.3066,6.56722,6.6484,0.0811842,NA,3.08369,0.0381977,-0.00727961,-0.0663553,-0.125242,0.450166,0.593023,1,"CObs",0,"d.True model
 Turnover PD"
NA,27,48,48,19.5631,19.0834,20.921,1.83755,NA,1,0.492347,0.310154,0.326228,-0.0583267,0.476744,0.460133,1,"EObs",0,"d.True model
 Turnover PD"
NA,27,72,72,4.31069,4.12608,4.5134,0.387323,NA,4.7484,0.226141,-0.0293763,-0.0718465,-0.0917328,0.463455,0.569767,1,"CObs",0,"d.True model
 Turnover PD"
NA,27,72,72,18.4944,18.0631,17.942,-0.12113,NA,1,-0.0324551,-0.165201,-0.147408,-0.201214,0.420266,0.413621,1,"EObs",0,"d.True model
 Turnover PD"
NA,27,96,96,2.94644,2.59235,2.7389,0.146552,NA,6.0343,0.0964577,-0.256745,-0.275508,-0.392956,0.347176,0.463455,1,"CObs",0,"d.True model
 Turnover PD"
NA,27,96,96,22.6452,23.28,18.841,-4.43898,NA,1,-1.18936,-0.68229,-0.621034,-0.682352,0.247508,0.267442,1,"EObs",0,"d.True model
 Turnover PD"
NA,27,120,120,2.01395,1.62873,0.81652,-0.812211,NA,6.75657,-0.56567,-0.933767,-0.943091,-0.849957,0.197674,0.257475,1,"CObs",0,"d.True model
 Turnover PD"
NA,27,120,120,29.1891,31.7045,34.2,2.49548,NA,1,0.668629,1.29379,1.33392,1.54262,0.938538,0.63289,1,"EObs",0,"d.True model
 Turnover PD"
NA,28,0,0,95.8316,93.9519,92.94,-1.01187,NA,1,-0.271116,-0.510339,-0.512733,-0.484675,0.313953,0.313953,1,"EObs",0,"d.True model
 Turnover PD"
NA,28,24,24,9.22662,8.57485,7.4235,-1.15135,NA,2.18968,-0.456487,-0.619806,-0.753857,-0.512968,0.303987,0.280731,1,"CObs",0,"d.True model
 Turnover PD"
NA,28,24,24,35.6802,31.7748,33.7,1.92521,NA,1,0.515833,-0.258136,-0.240382,-0.321927,0.373754,0.337209,1,"EObs",0,"d.True model
 Turnover PD"
NA,28,36,36,7.62816,7.65953,7.6933,0.0337685,NA,2.55122,0.0144516,0.126022,-0.0307161,0.167331,0.566445,0.5299,1,"CObs",0,"d.True model
 Turnover PD"
NA,28,36,36,24.5316,20.5898,18.405,-2.18478,NA,1,-0.585381,-1.0767,-1.06486,-1.31245,0.0946844,0.0980066,1,"EObs",0,"d.True model
 Turnover PD"
NA,28,48,48,6.3066,6.84191,7.2603,0.418393,NA,2.93833,0.192161,0.435581,0.282047,0.456764,0.67608,0.626246,1,"CObs",0,"d.True model
 Turnover PD"
NA,28,48,48,19.5631,15.3374,11.371,-3.96639,NA,1,-1.06274,-1.13393,-1.21389,-1.20233,0.114618,0.051495,1,"EObs",0,"d.True model
 Turnover PD"
NA,28,72,72,4.31069,5.45918,5.0274,-0.431775,NA,3.75587,-0.224205,0.18103,0.0999854,0.235329,0.593023,0.649502,1,"CObs",0,"d.True model
 Turnover PD"
NA,28,72,72,18.4944,12.6029,10.175,-2.42786,NA,1,-0.650511,-0.412874,-0.644249,-0.392956,0.347176,0.0847176,1,"EObs",0,"d.True model
 Turnover PD"
NA,28,96,96,2.94644,4.35589,4.8252,0.46931,NA,4.5644,0.268647,0.775785,0.68659,0.924009,0.822259,0.842193,1,"CObs",0,"d.True model
 Turnover PD"
NA,28,96,96,22.6452,13.7369,15.037,1.30013,NA,1,0.348351,0.531628,0.272903,0.466027,0.679402,0.144518,1,"EObs",0,"d.True model
 Turnover PD"
NA,28,120,120,2.01395,3.47558,3.6167,0.141123,NA,5.2893,0.086962,0.64957,0.549646,0.580672,0.719269,0.769103,1,"CObs",0,"d.True model
 Turnover PD"
NA,28,120,120,29.1891,16.1967,17,0.803345,NA,1,0.215245,0.0435439,-0.118386,-0.52249,0.300664,0.0946844,1,"EObs",0,"d.True model
 Turnover PD"
NA,29,0,0,95.8316,95.6161,95.305,-0.311057,NA,1,-0.0833432,-0.0929373,-0.0930129,-0.209719,0.416944,0.416944,1,"EObs",0,"d.True model
 Turnover PD"
NA,29,24,24,9.41244,8.46161,7.3155,-1.14611,NA,2.23073,-0.458647,-0.711444,-0.791321,-0.630696,0.26412,0.250831,1,"CObs",0,"d.True model
 Turnover PD"
NA,29,24,24,35.6095,36.9037,37.745,0.841302,NA,1,0.225415,0.350565,0.356208,0.261094,0.60299,0.599668,1,"EObs",0,"d.True model
 Turnover PD"
NA,29,36,36,7.86952,7.40007,7.4628,0.0627315,NA,2.66701,0.0274492,-0.0233099,-0.0866074,-0.0333168,0.486711,0.450166,1,"CObs",0,"d.True model
 Turnover PD"
NA,29,36,36,24.3689,25.1349,23.904,-1.23091,NA,1,-0.329805,-0.383838,-0.363903,-0.366106,0.357143,0.490033,1,"EObs",0,"d.True model
 Turnover PD"
NA,29,48,48,6.5795,6.47169,6.815,0.343309,NA,3.13615,0.162897,0.218826,0.157199,0.383975,0.649502,0.579734,1,"CObs",0,"d.True model
 Turnover PD"
NA,29,48,48,19.2718,19.2805,23.214,3.93352,NA,1,1.05393,0.742679,0.785819,0.651149,0.742525,0.719269,1,"EObs",0,"d.True model
 Turnover PD"
NA,29,72,72,4.5992,4.94973,5.4122,0.462466,NA,4.11261,0.251286,0.510603,0.438117,0.466027,0.679402,0.659468,1,"CObs",0,"d.True model
 Turnover PD"
NA,29,72,72,17.8328,16.0831,13.878,-2.20514,NA,1,-0.590837,-1.08824,-1.06594,-1.13634,0.127907,0.247508,1,"EObs",0,"d.True model
 Turnover PD"
NA,29,96,96,3.21492,3.7857,3.3395,-0.446198,NA,5.02845,-0.268087,-0.114444,-0.0980932,-0.321927,0.373754,0.5,1,"CObs",0,"d.True model
 Turnover PD"
NA,29,96,96,21.4589,17.6675,14.864,-2.80346,NA,1,-0.751147,-0.839299,-0.922329,-0.949842,0.171096,0.200997,1,"EObs",0,"d.True model
 Turnover PD"
NA,29,120,120,2.24729,2.89541,3.0474,0.15199,NA,5.78159,0.0979194,0.19757,0.206598,0.401968,0.656146,0.689369,1,"CObs",0,"d.True model
 Turnover PD"
NA,29,120,120,27.3478,21.1493,22.234,1.08472,NA,1,0.290636,0.299378,0.190236,0.53206,0.702658,0.280731,1,"EObs",0,"d.True model
 Turnover PD"
NA,30,0,0,95.8316,96.8758,97.752,0.87617,NA,1,0.234757,0.338936,0.337848,0.33071,0.629568,0.629568,1,"EObs",0,"d.True model
 Turnover PD"
NA,30,24,24,9.12126,8.3665,7.7052,-0.661299,NA,2.26596,-0.266719,-0.490336,-0.540673,-0.438354,0.330565,0.317276,1,"CObs",0,"d.True model
 Turnover PD"
NA,30,24,24,35.7212,36.7323,37.695,0.962735,NA,1,0.257951,0.244592,0.246703,0.0416504,0.516611,0.559801,1,"EObs",0,"d.True model
 Turnover PD"
NA,30,36,36,7.49251,6.51107,7.3804,0.86933,NA,3.1144,0.411058,0.0513389,0.0522961,0.0583267,0.523256,0.483389,1,"CObs",0,"d.True model
 Turnover PD"
NA,30,36,36,24.6267,25.9478,26.623,0.675182,NA,1,0.180905,0.154015,0.155223,0.0917328,0.536545,0.589701,1,"EObs",0,"d.True model
 Turnover PD"
NA,30,48,48,6.15457,5.0671,4.9568,-0.110301,NA,4.02779,-0.0593124,-0.426306,-0.449482,-0.339518,0.36711,0.333887,1,"CObs",0,"d.True model
 Turnover PD"
NA,30,48,48,19.7341,21.6253,17.024,-4.60131,NA,1,-1.23286,-0.947992,-0.927674,-1.10513,0.134551,0.29402,1,"EObs",0,"d.True model
 Turnover PD"
NA,30,72,72,4.15278,3.06884,2.8592,-0.209639,NA,5.63483,-0.133335,-0.537018,-0.554946,-0.53206,0.297342,0.244186,1,"CObs",0,"d.True model
 Turnover PD"
NA,30,72,72,18.8858,22.7163,28.469,5.75265,NA,1,1.54134,1.75346,1.66187,1.57059,0.94186,0.878738,1,"EObs",0,"d.True model
 Turnover PD"
NA,30,96,96,2.80208,1.85861,1.9169,0.0582889,NA,6.60085,0.0401252,-0.00444157,0.00853193,0.0249856,0.509967,0.310631,1,"CObs",0,"d.True model
 Turnover PD"
NA,30,96,96,23.3492,30.0673,30.635,0.567724,NA,1,0.152114,-0.0971145,-0.311393,-0.252487,0.400332,0.752492,1,"EObs",0,"d.True model
 Turnover PD"
NA,30,120,120,1.8907,1.12565,0.79537,-0.330279,NA,7.04379,-0.234863,-0.236296,-0.29209,-0.503493,0.307309,0.26412,1,"CObs",0,"d.True model
 Turnover PD"
NA,30,120,120,30.2791,40.4036,37.688,-2.71563,NA,1,-0.727615,-0.630423,-0.729462,-0.420092,0.337209,0.709302,1,"EObs",0,"d.True model
 Turnover PD"
NA,31,0,0,95.8316,97.9948,98.957,0.96218,NA,1,0.257803,0.551608,0.548838,0.44754,0.672757,0.672757,1,"EObs",0,"d.True model
 Turnover PD"
NA,31,24,24,9.26176,10.1917,9.728,-0.463706,NA,1.69826,-0.161911,0.159863,0.0876543,0.201214,0.579734,0.579734,1,"CObs",0,"d.True model
 Turnover PD"
NA,31,24,24,35.6655,36.5143,38.004,1.48966,NA,1,0.399134,0.291122,0.300027,0.295723,0.616279,0.63289,1,"EObs",0,"d.True model
 Turnover PD"
NA,31,36,36,7.67188,9.00665,8.8181,-0.188554,NA,2.04185,-0.0721901,0.425199,0.326662,0.494062,0.689369,0.682724,1,"CObs",0,"d.True model
 Turnover PD"
NA,31,36,36,24.5004,24.4806,29.324,4.84338,NA,1,1.29772,0.762195,0.790558,0.661478,0.745847,0.765781,1,"EObs",0,"d.True model
 Turnover PD"
NA,31,48,48,6.35489,7.95932,8.2933,0.333979,NA,2.42505,0.139351,0.759914,0.643106,0.620568,0.732558,0.749169,1,"CObs",0,"d.True model
 Turnover PD"
NA,31,48,48,19.5089,18.5964,12.476,-6.12044,NA,1,-1.63989,-1.97801,-1.99536,-2.09081,0.0182724,0.0647841,1,"EObs",0,"d.True model
 Turnover PD"
NA,31,72,72,4.36034,6.21586,6.2099,-0.00595836,NA,3.28164,-0.00289203,0.502472,0.516095,0.661478,0.745847,0.792359,1,"CObs",0,"d.True model
 Turnover PD"
NA,31,72,72,18.3747,15.3902,9.806,-5.5842,NA,1,-1.49621,-0.943561,-1.2025,-0.976325,0.164452,0.0747508,1,"EObs",0,"d.True model
 Turnover PD"
NA,31,96,96,2.9918,4.8543,5.6711,0.816805,NA,4.18271,0.447587,0.822152,0.805517,0.814633,0.792359,0.905316,1,"CObs",0,"d.True model
 Turnover PD"
NA,31,96,96,22.4329,16.7856,11.773,-5.01261,NA,1,-1.34306,0.0209983,-0.450241,-0.158892,0.436877,0.0980066,1,"EObs",0,"d.True model
 Turnover PD"
NA,31,120,120,2.05279,3.79098,3.5077,-0.283278,NA,5.02405,-0.170126,0.077938,0.0648265,0.184246,0.57309,0.795681,1,"CObs",0,"d.True model
 Turnover PD"
NA,31,120,120,28.8623,19.9031,28.634,8.73093,NA,1,2.33933,2.8546,2.62602,2.57698,0.995017,0.466777,1,"EObs",0,"d.True model
 Turnover PD"
NA,32,0,0,95.8316,100.952,102.92,1.96791,NA,1,0.527274,1.25104,1.23693,0.989826,0.83887,0.83887,1,"EObs",0,"d.True model
 Turnover PD"
NA,32,24,24,9.0235,10.4086,9.7695,-0.639144,NA,1.64392,-0.219568,0.260063,0.257622,0.348353,0.636213,0.63289,1,"CObs",0,"d.True model
 Turnover PD"
NA,32,24,24,35.76,45.7146,46.836,1.12137,NA,1,0.300457,1.63065,1.60529,1.44129,0.925249,0.935216,1,"EObs",0,"d.True model
 Turnover PD"
NA,32,36,36,7.36743,8.69659,10.066,1.36941,NA,2.14664,0.537582,1.07066,0.979675,1.29299,0.901993,0.888704,1,"CObs",0,"d.True model
 Turnover PD"
NA,32,36,36,24.7168,32.4756,37.881,5.40541,NA,1,1.4483,1.5171,1.48815,1.49004,0.931894,0.975083,1,"EObs",0,"d.True model
 Turnover PD"
NA,32,48,48,6.01527,7.26571,7.3405,0.0747878,NA,2.72949,0.0331057,0.425462,0.400856,0.438354,0.669435,0.70598,1,"CObs",0,"d.True model
 Turnover PD"
NA,32,48,48,19.8967,25.2313,24.121,-1.11029,NA,1,-0.297487,-0.737814,-0.725458,-1.21967,0.111296,0.679402,1,"EObs",0,"d.True model
 Turnover PD"
NA,32,72,72,4.0099,5.0715,4.8137,-0.257802,NA,4.02464,-0.138574,0.0556098,0.0778568,-0.167331,0.433555,0.642857,1,"CObs",0,"d.True model
 Turnover PD"
NA,32,72,72,19.2599,20.6428,24.811,4.16818,NA,1,1.11681,0.169787,0.251476,0.438354,0.669435,0.745847,1,"EObs",0,"d.True model
 Turnover PD"
NA,32,96,96,2.67308,3.53993,3.7575,0.217567,NA,5.23485,0.133376,0.280877,0.282366,0.209719,0.583056,0.709302,1,"CObs",0,"d.True model
 Turnover PD"
NA,32,96,96,24.0233,22.6856,22.653,-0.0326305,NA,1,-0.00874289,-0.96697,-0.920961,-1.39575,0.0813953,0.42691,1,"EObs",0,"d.True model
 Turnover PD"
NA,32,120,120,1.78192,2.47089,2.0088,-0.46209,NA,6.13343,-0.306626,-0.381087,-0.35403,-0.411013,0.340532,0.546512,1,"CObs",0,"d.True model
 Turnover PD"
NA,32,120,120,31.3202,27.9449,23.781,-4.16392,NA,1,-1.11566,-1.23631,-1.28626,-1.21967,0.111296,0.227575,1,"EObs",0,"d.True model
 Turnover PD"
NA,0,1,1,0.901944,0.87312,0.86849,-0.00463027,NA,7.88895,-0.00173518,-0.00952386,-0.010861,-0.218239,0.413621,0.413621,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,2,2,6.25369,6.67937,6.7703,0.0909304,NA,2.74903,0.0201154,0.102996,0.096696,0.304434,0.619601,0.606312,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,3,3,9.10541,9.72667,9.7448,0.0181298,NA,1.57737,0.00303801,0.0799374,0.0680519,0.150464,0.559801,0.57309,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,6,6,11.614,12.1013,11.521,-0.580262,NA,1.09396,-0.0809758,-0.0283904,-0.0566765,0.100099,0.539867,0.549834,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,9,9,11.5481,11.5751,12.785,1.20993,NA,1.18095,0.17543,0.17066,0.11748,0.142047,0.556478,0.566445,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,12,12,11.0764,10.6298,10.524,-0.105799,NA,1.36364,-0.0164839,-0.0910615,-0.168007,-0.243899,0.403654,0.440199,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,24,24,9.11462,7.30093,7.042,-0.258932,NA,2.43469,-0.053906,-0.362648,-0.541403,-0.321927,0.373754,0.387043,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,24,24,23.6258,26.9748,44.021,17.0462,NA,1,2.27435,2.52785,2.54642,2.17141,0.98505,0.988372,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,36,36,7.48861,5.00369,4.5396,-0.464092,NA,3.87662,-0.121916,-0.565601,-0.743881,-0.714233,0.237542,0.254153,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,36,36,23.8879,28.2574,28.248,-0.00939078,NA,1,-0.00125294,0.181348,0.0919139,-0.209719,0.416944,0.702658,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,48,48,6.15267,3.42927,3.8498,0.420531,NA,5.37063,0.130029,-0.45985,-0.514903,-0.551348,0.290698,0.287375,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,48,48,24.2045,30.0466,25.399,-4.64757,NA,1,-0.620091,-0.257693,-0.302816,-0.438354,0.330565,0.516611,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,72,72,4.15325,1.61073,1.3955,-0.215233,NA,7.31734,-0.0776811,-0.651049,-0.614236,-0.769055,0.22093,0.274086,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,72,72,25.0451,35.7638,34.93,-0.833796,NA,1,-0.111247,0.78834,0.6959,0.494062,0.689369,0.842193,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,96,96,26.2548,45.1785,43.193,-1.98552,NA,1,-0.264913,1.39087,0.781259,1.01739,0.845515,0.925249,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,120,120,27.9732,57.9441,58.547,0.602885,NA,1,0.0804385,2.37278,1.01523,1.81342,0.965116,0.978405,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,0,144,144,30.369,71.3536,74.163,2.8094,NA,1,0.374838,2.45162,0.943456,1.59984,0.945183,0.981728,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,0,0,96.1597,96.5443,101.54,4.99572,NA,1,0.666541,0.699788,0.699748,0.75791,0.775748,0.775748,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,24,24,9.11462,7.15118,7.0123,-0.138877,NA,2.50606,-0.029333,-0.363422,-0.436596,-0.261094,0.39701,0.360465,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,24,24,23.6258,24.5912,28.232,3.64075,NA,1,0.485758,0.537166,0.545129,0.512968,0.696013,0.702658,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,36,36,7.48861,5.36625,4.4553,-0.910955,NA,3.59354,-0.230403,-0.586092,-0.697086,-0.494062,0.310631,0.254153,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,36,36,23.8879,25.1155,25.638,0.522548,NA,1,0.0697197,0.10474,0.110612,-0.0166561,0.493355,0.586379,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,48,48,6.15267,4.02685,4.4846,0.457755,NA,4.75558,0.133188,-0.321519,-0.336012,-0.278367,0.390365,0.380399,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,48,48,24.2045,25.8023,26.192,0.389742,NA,1,0.0520003,0.11255,0.118912,0,0.5,0.533223,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,72,72,4.15325,2.26753,2.4061,0.138574,NA,6.64767,0.0476701,-0.390428,-0.364112,-0.252487,0.400332,0.347176,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,72,72,25.0451,27.8553,23.984,-3.8713,NA,1,-0.516519,-0.310086,-0.269356,-0.682352,0.247508,0.400332,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,96,96,2.80357,1.27685,1.1445,-0.132349,NA,7.60741,-0.0487044,-0.399745,-0.357933,-0.287034,0.387043,0.380399,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,96,96,26.2548,31.2219,32.785,1.56307,NA,1,0.208549,0.603753,0.61421,0.295723,0.616279,0.659468,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,120,120,1.8925,0.718997,0.621,-0.0979967,NA,7.97236,-0.0369176,-0.266782,-0.213648,-0.392956,0.347176,0.340532,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,1,120,120,27.9732,36.4524,36.522,0.0696451,NA,1,0.00929223,0.578892,0.390437,0.133639,0.553156,0.699336,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,0,0,96.1597,95.6449,93.322,-2.32293,NA,1,-0.309931,-0.369086,-0.369005,-0.357216,0.360465,0.360465,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,0.5,0.5,0,0,0.50105,0.50105,NA,8.15399,0.190895,0.190895,0.190895,0.295723,0.616279,0.612957,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,2,2,6.25369,3.79333,3.841,0.0476711,NA,4.98978,0.0142078,-0.4593,-0.496651,-0.383975,0.350498,0.360465,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,3,3,9.10541,6.22875,5.8892,-0.339553,NA,3.00908,-0.0785875,-0.397941,-0.461693,-0.243899,0.403654,0.36711,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,6,6,11.614,9.29746,9.9682,0.670736,NA,1.69538,0.116524,-0.157684,-0.151252,-0.0583267,0.476744,0.460133,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,12,12,11.0764,9.77683,9.4978,-0.27903,NA,1.56432,-0.0465632,-0.208964,-0.233575,-0.116853,0.453488,0.42691,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,24,24,9.11462,8.57068,8.8806,0.309921,NA,1.92437,0.0573621,-0.0197075,-0.0446852,-0.167331,0.433555,0.423588,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,24,24,23.6258,22.1495,28.706,6.55645,NA,1,0.874778,0.646048,0.657438,0.6005,0.725914,0.712625,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,36,36,7.48861,7.44006,6.0008,-1.43926,NA,2.37071,-0.295671,-0.279805,-0.319574,-0.33071,0.370432,0.36711,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,36,36,23.8879,22.2826,24.456,2.17341,NA,1,0.289982,-0.00491934,0.015024,-0.108472,0.456811,0.533223,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,48,48,6.15267,6.45818,6.4125,-0.0456826,NA,2.87307,-0.0103313,0.0848237,0.0363515,0.116853,0.546512,0.523256,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,48,48,24.2045,22.4353,19.092,-3.34333,NA,1,-0.446076,-0.717254,-0.696983,-0.924009,0.177741,0.234219,1,"EObs",0,"a.Misspecified delay
 Immediate effect"
NA,2,72,72,4.15325,4.86606,5.5148,0.648738,NA,3.99018,0.1729,0.374596,0.314264,0.357216,0.639535,0.606312,1,"CObs",0,"a.Misspecified delay
 Immediate effect"
