"Time","CIlower","CIupper","theomedian","median","PI","ModelName"
0,-2.5152372868421,-1.10092717258556,-1.70678075947076,-1.4958931799044,"5% percentile","d.True model
 Turnover PD"
24,-2.52843750031816,-1.06292097274982,-1.71997782573069,-1.60177442277891,"5% percentile","d.True model
 Turnover PD"
36,-2.52843750031816,-1.06292097274982,-1.71997782573069,-1.98533848631987,"5% percentile","d.True model
 Turnover PD"
48,-2.52843750031816,-1.06292097274982,-1.71997782573069,-1.68538809564533,"5% percentile","d.True model
 Turnover PD"
72,-2.59429633875979,-1.03592057433637,-1.70544539049062,-1.61130842304367,"5% percentile","d.True model
 Turnover PD"
96,-2.59429633875979,-1.03592057433637,-1.70544539049062,-1.75880965386573,"5% percentile","d.True model
 Turnover PD"
120,-2.59429633875979,-1.03592057433637,-1.70544539049062,-2.07220187485891,"5% percentile","d.True model
 Turnover PD"
144,-2.54175500407188,-0.662645057798449,-1.47148976101593,-1.38539722378504,"5% percentile","d.True model
 Turnover PD"
0,-0.43377183811371,0.455553634804193,-0.0253349415991195,0.0790415770158556,"50% percentile","d.True model
 Turnover PD"
24,-0.449012915563666,0.435003983706926,0.00282573321199871,0.0413751039388543,"50% percentile","d.True model
 Turnover PD"
36,-0.449012915563666,0.435003983706926,0.00282573321199871,-0.017569388153798,"50% percentile","d.True model
 Turnover PD"
48,-0.449012915563666,0.435003983706926,0.00282573321199871,-0.030095528003778,"50% percentile","d.True model
 Turnover PD"
72,-0.431782791037031,0.458214556336282,0.00389896847031096,0.0853287948856292,"50% percentile","d.True model
 Turnover PD"
96,-0.431782791037031,0.458214556336282,0.00389896847031096,0.0752698620998299,"50% percentile","d.True model
 Turnover PD"
120,-0.431782791037031,0.458214556336282,0.00389896847031096,-0.0677307130042592,"50% percentile","d.True model
 Turnover PD"
144,-0.70388555258412,0.68091852510622,-0.00465436973579197,0.224973358313811,"50% percentile","d.True model
 Turnover PD"
0,1.04031923497252,2.50381365003705,1.71041257939223,1.75030887240564,"95% percentile","d.True model
 Turnover PD"
24,1.09688759211675,2.45421414157612,1.7155851494846,1.68660901274418,"95% percentile","d.True model
 Turnover PD"
36,1.09688759211675,2.45421414157612,1.7155851494846,2.04309490795803,"95% percentile","d.True model
 Turnover PD"
48,1.09688759211675,2.45421414157612,1.7155851494846,2.04031461185041,"95% percentile","d.True model
 Turnover PD"
72,1.07675595809709,2.45140839067061,1.71938404309727,2.21665289776048,"95% percentile","d.True model
 Turnover PD"
96,1.07675595809709,2.45140839067061,1.71938404309727,2.09436579993874,"95% percentile","d.True model
 Turnover PD"
120,1.07675595809709,2.45140839067061,1.71938404309727,2.23010854378747,"95% percentile","d.True model
 Turnover PD"
144,0.65757496743547,2.53849204254418,1.504465726877,1.84953797235107,"95% percentile","d.True model
 Turnover PD"
0,-2.56034466927625,-1.05178224910092,-1.69372308271494,-1.02185451460244,"5% percentile","a.Misspecified delay
 Immediate effect"
24,-2.49325788514469,-1.04952526599261,-1.69940922661232,0.326354018997636,"5% percentile","a.Misspecified delay
 Immediate effect"
36,-2.49325788514469,-1.04952526599261,-1.69940922661232,-1.22359463311602,"5% percentile","a.Misspecified delay
 Immediate effect"
48,-2.49325788514469,-1.04952526599261,-1.69940922661232,-1.64340125747873,"5% percentile","a.Misspecified delay
 Immediate effect"
72,-2.50148065698072,-1.06889903688007,-1.74666757571948,-2.00336041150409,"5% percentile","a.Misspecified delay
 Immediate effect"
96,-2.50148065698072,-1.06889903688007,-1.74666757571948,-1.89580278068001,"5% percentile","a.Misspecified delay
 Immediate effect"
120,-2.50148065698072,-1.06889903688007,-1.74666757571948,-2.0192945825653,"5% percentile","a.Misspecified delay
 Immediate effect"
144,-2.51815252014381,-0.64113899822908,-1.48983362066085,-0.998570341651917,"5% percentile","a.Misspecified delay
 Immediate effect"
0,-0.419861277107704,0.440987110188039,0.00383122049176781,0.0451369019555128,"50% percentile","a.Misspecified delay
 Immediate effect"
24,-0.427715945414065,0.432675617438788,0.0253021229625863,1.46842364868304,"50% percentile","a.Misspecified delay
 Immediate effect"
36,-0.427715945414065,0.432675617438788,0.0253021229625863,0.0702808159581299,"50% percentile","a.Misspecified delay
 Immediate effect"
48,-0.427715945414065,0.432675617438788,0.0253021229625863,-0.5448719878077,"50% percentile","a.Misspecified delay
 Immediate effect"
72,-0.439360102917029,0.420367537768016,-0.00428789066668508,-0.658837692736188,"50% percentile","a.Misspecified delay
 Immediate effect"
96,-0.439360102917029,0.420367537768016,-0.00428789066668508,-0.321277639545996,"50% percentile","a.Misspecified delay
 Immediate effect"
120,-0.439360102917029,0.420367537768016,-0.00428789066668508,-0.0225615683902247,"50% percentile","a.Misspecified delay
 Immediate effect"
144,-0.715018648256163,0.639629221811961,-0.0028255983004074,0.778965564347545,"50% percentile","a.Misspecified delay
 Immediate effect"
0,1.07790046606419,2.51174551201772,1.73664704265329,1.32892163372849,"95% percentile","a.Misspecified delay
 Immediate effect"
24,1.08791412854132,2.58777771976038,1.71195707197511,2.75065637001196,"95% percentile","a.Misspecified delay
 Immediate effect"
36,1.08791412854132,2.58777771976038,1.71195707197511,1.67359183121352,"95% percentile","a.Misspecified delay
 Immediate effect"
48,1.08791412854132,2.58777771976038,1.71195707197511,1.13357391330612,"95% percentile","a.Misspecified delay
 Immediate effect"
72,1.07204560422663,2.46242220090725,1.71505122615896,1.70875405227448,"95% percentile","a.Misspecified delay
 Immediate effect"
96,1.07204560422663,2.46242220090725,1.71505122615896,1.8965129664494,"95% percentile","a.Misspecified delay
 Immediate effect"
