"Time","CIlower","CIupper","theomedian","median","PI","ModelName"
120,1.07204560422663,2.46242220090725,1.71505122615896,2.27152510907564,"95% percentile","a.Misspecified delay
 Immediate effect"
144,0.665994038218481,2.49929446081535,1.52377291313009,2.1912467098607,"95% percentile","a.Misspecified delay
 Immediate effect"
0,-2.47737200827151,-1.01250794308381,-1.72599725461595,-1.55461132734206,"5% percentile","b.Misspecified delay
 Effect compartment"
24,-2.55432746656644,-1.10809250197461,-1.76271314570638,-0.683653614956285,"5% percentile","b.Misspecified delay
 Effect compartment"
36,-2.55432746656644,-1.10809250197461,-1.76271314570638,-0.937465910190004,"5% percentile","b.Misspecified delay
 Effect compartment"
48,-2.55432746656644,-1.10809250197461,-1.76271314570638,-0.913567141300805,"5% percentile","b.Misspecified delay
 Effect compartment"
72,-2.52656775595313,-1.03334076922431,-1.71505823037013,-1.00869806632272,"5% percentile","b.Misspecified delay
 Effect compartment"
96,-2.52656775595313,-1.03334076922431,-1.71505823037013,-1.20383589134258,"5% percentile","b.Misspecified delay
 Effect compartment"
120,-2.52656775595313,-1.03334076922431,-1.71505823037013,-1.61585972265713,"5% percentile","b.Misspecified delay
 Effect compartment"
144,-2.52111502118629,-0.698644918823763,-1.49026465113343,-1.32225661047668,"5% percentile","b.Misspecified delay
 Effect compartment"
0,-0.399493647750806,0.433171723706577,0.00344356672359843,0.0351017683700662,"50% percentile","b.Misspecified delay
 Effect compartment"
24,-0.433237417543041,0.441861586862878,-0.000857186351847324,0.109257470680194,"50% percentile","b.Misspecified delay
 Effect compartment"
36,-0.433237417543041,0.441861586862878,-0.000857186351847324,-0.0551744975968451,"50% percentile","b.Misspecified delay
 Effect compartment"
48,-0.433237417543041,0.441861586862878,-0.000857186351847324,-0.106748342432048,"50% percentile","b.Misspecified delay
 Effect compartment"
72,-0.42416532441346,0.452147210222585,-0.00152194741974474,-0.102953344255004,"50% percentile","b.Misspecified delay
 Effect compartment"
96,-0.42416532441346,0.452147210222585,-0.00152194741974474,-0.0802983128920549,"50% percentile","b.Misspecified delay
 Effect compartment"
120,-0.42416532441346,0.452147210222585,-0.00152194741974474,-0.143367435457767,"50% percentile","b.Misspecified delay
 Effect compartment"
144,-0.640497330133535,0.677231051931002,-0.0282986262071372,0.14843434105449,"50% percentile","b.Misspecified delay
 Effect compartment"
0,1.09862287927601,2.52753859897337,1.72574121261554,1.7463938528448,"95% percentile","b.Misspecified delay
 Effect compartment"
24,1.13148151804867,2.51671329107705,1.7000332506468,1.01001232412843,"95% percentile","b.Misspecified delay
 Effect compartment"
36,1.13148151804867,2.51671329107705,1.7000332506468,1.08983924020133,"95% percentile","b.Misspecified delay
 Effect compartment"
48,1.13148151804867,2.51671329107705,1.7000332506468,1.12846457548883,"95% percentile","b.Misspecified delay
 Effect compartment"
72,1.05978481198583,2.53442760636896,1.71143438956261,1.6898919255002,"95% percentile","b.Misspecified delay
 Effect compartment"
96,1.05978481198583,2.53442760636896,1.71143438956261,1.94510228031008,"95% percentile","b.Misspecified delay
 Effect compartment"
120,1.05978481198583,2.53442760636896,1.71143438956261,2.61881732402292,"95% percentile","b.Misspecified delay
 Effect compartment"
144,0.644968251073757,2.58565890276938,1.49979385355757,2.19728637664105,"95% percentile","b.Misspecified delay
 Effect compartment"
0,-2.45600307624774,-1.06504401561027,-1.72801529507579,-1.47369955437103,"5% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
24,-2.60920959795304,-1.0941685245937,-1.71867680243749,-1.12255655485721,"5% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
36,-2.60920959795304,-1.0941685245937,-1.71867680243749,-1.39348234406731,"5% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
48,-2.60920959795304,-1.0941685245937,-1.71867680243749,-1.29343345400313,"5% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
72,-2.4986392655392,-1.07483383725752,-1.72029770352686,-1.19975150912528,"5% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
96,-2.4986392655392,-1.07483383725752,-1.72029770352686,-1.37429767473829,"5% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
120,-2.4986392655392,-1.07483383725752,-1.72029770352686,-1.49191311289869,"5% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
144,-2.51249586339282,-0.550861268917882,-1.48236677189541,-1.0545609035334,"5% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
0,-0.450506174749877,0.482423883189317,0.00876137951719014,0.0225618520557713,"50% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
24,-0.407392685809452,0.445180069131308,-0.0060231580957819,0.288632628208466,"50% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
36,-0.407392685809452,0.445180069131308,-0.0060231580957819,-0.0363564321065938,"50% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
48,-0.407392685809452,0.445180069131308,-0.0060231580957819,-0.198158770413812,"50% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
72,-0.444942538875067,0.423742020769364,-0.00376305796399358,-0.0250689082587111,"50% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
96,-0.444942538875067,0.423742020769364,-0.00376305796399358,0.00250663089957177,"50% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
120,-0.444942538875067,0.423742020769364,-0.00376305796399358,-0.0752698620998299,"50% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
144,-0.686221170530034,0.658230185473244,0.00999880840717793,0.196779620218467,"50% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
0,1.03287606850515,2.53926227836985,1.7243830731859,1.70973712178141,"95% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
24,1.0927105797267,2.44871532588208,1.72893397846327,1.68840688646814,"95% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
36,1.0927105797267,2.44871532588208,1.72893397846327,1.77529939684819,"95% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
48,1.0927105797267,2.44871532588208,1.72893397846327,1.65197411744176,"95% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
72,1.05654352965886,2.49283063693532,1.74414856909456,2.02994228279262,"95% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
96,1.05654352965886,2.49283063693532,1.74414856909456,2.06887901490235,"95% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
120,1.05654352965886,2.49283063693532,1.74414856909456,2.46115894150947,"95% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
144,0.707879811294265,2.45250924103798,1.52089110979549,2.12329050791463,"95% percentile","c.Misspecified delay and correlation
 Effect compartment, Full Omega"
