grp,x,cens,y,cov,ty,PRED,ModelName,PPRED,PWRES
8,144,0,-0.374543499,1,-0.374543499,29.6627,"a.Misspecified delay
 Immediate effect",34.79607349,0.586513704
1,0,0,1.281551566,1,1.281551566,96.1597,"a.Misspecified delay
 Immediate effect",96.12894,1.25868843
2,24,0,2.197286377,1,2.197286377,23.6844,"a.Misspecified delay
 Immediate effect",24.38763605,2.129020191
3,36,0,0.363809859,1,0.363809859,24.0003,"a.Misspecified delay
 Immediate effect",24.78479926,-0.223369111
4,48,0,1.270237622,1,1.270237622,24.3915,"a.Misspecified delay
 Immediate effect",24.84104646,0.764582566
5,72,0,1.716886018,1,1.716886018,25.4695,"a.Misspecified delay
 Immediate effect",27.14782497,0.580223834
6,96,0,1.786613365,1,1.786613365,27.091,"a.Misspecified delay
 Immediate effect",29.99261963,0.52042387
7,120,0,2.170090378,1,2.170090378,29.4815,"a.Misspecified delay
 Immediate effect",33.07932831,1.48827361
8,144,0,1.959963985,1,1.959963985,32.9033,"a.Misspecified delay
 Immediate effect",37.94464902,0.096722685
1,0,0,-0.755415026,1,-0.755415026,96.1597,"a.Misspecified delay
 Immediate effect",95.9418821,-0.741819083
2,24,0,1.461056269,1,1.461056269,23.612,"a.Misspecified delay
 Immediate effect",25.11650143,1.487253849
3,36,0,0.388021666,1,0.388021666,23.8629,"a.Misspecified delay
 Immediate effect",24.89460723,0.059616245
4,48,0,-0.735557557,1,-0.735557557,24.1641,"a.Misspecified delay
 Immediate effect",24.88860905,-1.07067971
5,72,0,0.334503036,1,0.334503036,24.9573,"a.Misspecified delay
 Immediate effect",26.27915413,0.171988346
6,96,0,0.300232259,1,0.300232259,26.0878,"a.Misspecified delay
 Immediate effect",28.09493516,0.038873037
7,120,0,1.316518718,1,1.316518718,27.6796,"a.Misspecified delay
 Immediate effect",30.5680674,1.184961176
8,144,0,1.483280127,1,1.483280127,29.8839,"a.Misspecified delay
 Immediate effect",33.9320475,1.499499004
2,24,0,0.738846849,1,0.738846849,23.6366,"a.Misspecified delay
 Immediate effect",24.21356199,0.725002717
3,36,0,-0.237846695,1,-0.237846695,23.9088,"a.Misspecified delay
 Immediate effect",24.35795259,-0.376089078
4,48,0,-0.515791557,1,-0.515791557,24.2392,"a.Misspecified delay
 Immediate effect",25.0393332,-0.653430903
5,72,0,-1.346938626,1,-1.346938626,25.1228,"a.Misspecified delay
 Immediate effect",26.40252815,-1.395368805
6,96,0,-1.378658729,1,-1.378658729,26.4058,"a.Misspecified delay
 Immediate effect",27.94380687,-0.954441433
7,120,0,-0.493017814,1,-0.493017814,28.2423,"a.Misspecified delay
 Immediate effect",31.3816927,0.286020745
8,144,0,-0.250759572,1,-0.250759572,30.8178,"a.Misspecified delay
 Immediate effect",35.28892233,0.325119704
1,0,0,1.453806359,1,1.453806359,96.1597,"a.Misspecified delay
 Immediate effect",96.3295292,1.366761197
2,24,0,1.425544037,1,1.425544037,23.5949,"a.Misspecified delay
 Immediate effect",24.25891814,1.348955854
3,36,0,0.347787204,1,0.347787204,23.8305,"a.Misspecified delay
 Immediate effect",24.58083099,-0.025597882
4,48,0,0.437153541,1,0.437153541,24.1113,"a.Misspecified delay
 Immediate effect",25.11707825,0.22491679
5,72,0,0.300232259,1,0.300232259,24.842,"a.Misspecified delay
 Immediate effect",25.66946855,-0.083524196
6,96,0,0.827418321,1,0.827418321,25.8687,"a.Misspecified delay
 Immediate effect",27.77898352,0.618948623
7,120,0,1.391743779,1,1.391743779,27.2962,"a.Misspecified delay
 Immediate effect",29.69412044,1.205419487
8,144,0,1.69539771,1,1.69539771,29.2527,"a.Misspecified delay
 Immediate effect",32.78300834,1.912595172
1,0,0,-0.55338472,1,-0.55338472,96.1597,"a.Misspecified delay
 Immediate effect",96.5849348,-0.54933315
2,24,0,2.053748911,1,2.053748911,23.6573,"a.Misspecified delay
 Immediate effect",23.94958711,2.011196921
3,36,0,-0.214701568,1,-0.214701568,23.9482,"a.Misspecified delay
 Immediate effect",24.86955913,-0.646405865
4,48,0,-0.470496968,1,-0.470496968,24.3043,"a.Misspecified delay
 Immediate effect",25.87772446,-1.00531481
5,72,0,-0.005013278,1,-0.005013278,25.2695,"a.Misspecified delay
 Immediate effect",27.01337593,-0.442991102
6,96,0,-0.15350506,1,-0.15350506,26.6929,"a.Misspecified delay
 Immediate effect",29.27603721,-0.531272689
7,120,0,0.778965564,1,0.778965564,28.7576,"a.Misspecified delay
 Immediate effect",32.9765587,0.601381839
8,144,0,0.778965564,1,0.778965564,31.6812,"a.Misspecified delay
 Immediate effect",37.00613296,0.486416263
1,0,0,0.994457883,1,0.994457883,96.1597,"a.Misspecified delay
 Immediate effect",96.2345713,1.028528606
2,24,0,1.943133751,1,1.943133751,23.6201,"a.Misspecified delay
 Immediate effect",24.1809461,1.959127671
3,36,0,0.568051498,1,0.568051498,23.8776,"a.Misspecified delay
 Immediate effect",24.42985486,0.200567383
4,48,0,-0.618873041,1,-0.618873041,24.1879,"a.Misspecified delay
 Immediate effect",25.10166664,-1.097775299
5,72,0,0.313369439,1,0.313369439,25.0092,"a.Misspecified delay
 Immediate effect",26.40504606,-0.05658052
6,96,0,-0.060195412,1,-0.060195412,26.1864,"a.Misspecified delay
 Immediate effect",28.94346438,-0.496194194
7,120,0,1.398376621,1,1.398376621,27.8528,"a.Misspecified delay
 Immediate effect",31.07630692,1.515793729
8,144,0,0.792618718,1,0.792618718,30.17,"a.Misspecified delay
 Immediate effect",34.70120529,0.006586245
1,0,0,0.035100002,1,0.035100002,96.1597,"a.Misspecified delay
 Immediate effect",96.2231613,0.010644395
2,24,0,1.398376621,1,1.398376621,23.604,"a.Misspecified delay
 Immediate effect",24.55311182,1.374713725
3,36,0,-0.530161445,1,-0.530161445,23.8475,"a.Misspecified delay
 Immediate effect",25.19448241,-0.785361212
4,48,0,-0.785773832,1,-0.785773832,24.1387,"a.Misspecified delay
 Immediate effect",25.30686518,-0.935406629
5,72,0,-1.0450497,1,-1.0450497,24.9015,"a.Misspecified delay
 Immediate effect",26.55243877,-0.952191259
6,96,0,-1.453806359,1,-1.453806359,25.981,"a.Misspecified delay
 Immediate effect",27.96475405,-1.035662921
7,120,0,-1.959963985,1,-1.959963985,27.4919,"a.Misspecified delay
 Immediate effect",30.35371011,-1.082699868
8,144,0,-1.058121618,1,-1.058121618,29.574,"a.Misspecified delay
 Immediate effect",33.55486473,0.279868299
1,0,0,-0.768820293,1,-0.768820293,96.1597,"a.Misspecified delay
 Immediate effect",95.9768599,-0.778629172
2,24,0,0.998576271,1,0.998576271,23.612,"a.Misspecified delay
 Immediate effect",24.18034036,1.017307623
3,36,0,0.439913166,1,0.439913166,23.8629,"a.Misspecified delay
 Immediate effect",24.8190917,0.325019606
4,48,0,-0.573952419,1,-0.573952419,24.1641,"a.Misspecified delay
 Immediate effect",25.06246731,-0.798013458
1,0,0,0.603764838,1,0.603764838,96.1597,"a.Misspecified delay
 Immediate effect",96.1907806,0.607233432
2,24,0,1.895697924,1,1.895697924,23.612,"a.Misspecified delay
 Immediate effect",25.04568301,1.739810131
3,36,0,1.391743779,1,1.391743779,23.8629,"a.Misspecified delay
 Immediate effect",24.8304676,1.033719469
4,48,0,0.230118101,1,0.230118101,24.1641,"a.Misspecified delay
 Immediate effect",24.84469314,-0.430976296
5,72,0,-0.658837693,1,-0.658837693,24.9573,"a.Misspecified delay
 Immediate effect",26.32215393,-1.316864104
6,96,0,-0.092878609,1,-0.092878609,26.0878,"a.Misspecified delay
 Immediate effect",27.97337009,-0.474124247
7,120,0,-0.173828813,1,-0.173828813,27.6796,"a.Misspecified delay
 Immediate effect",30.4517928,-0.456799641
8,144,0,0.248173718,1,0.248173718,29.8839,"a.Misspecified delay
 Immediate effect",33.30783748,0.501633297
1,0,0,-0.982202695,1,-0.982202695,96.1597,"a.Misspecified delay
 Immediate effect",95.9770161,-0.944912589
2,24,0,1.275874179,1,1.275874179,23.6573,"a.Misspecified delay
 Immediate effect",24.25638101,1.312456677
3,36,0,0.102953344,1,0.102953344,23.9482,"a.Misspecified delay
 Immediate effect",25.01289801,-0.130798381
4,48,0,-1.446632067,1,-1.446632067,24.3043,"a.Misspecified delay
 Immediate effect",25.35203534,-1.647099732
5,72,0,-0.263714398,1,-0.263714398,25.2695,"a.Misspecified delay
 Immediate effect",26.84445584,-0.371339143
6,96,0,-0.035100002,1,-0.035100002,26.6929,"a.Misspecified delay
 Immediate effect",29.43315481,-0.203482933
7,120,0,-0.245589523,1,-0.245589523,28.7576,"a.Misspecified delay
 Immediate effect",32.20044916,-0.315243057
8,144,0,0.082813292,1,0.082813292,31.6812,"a.Misspecified delay
 Immediate effect",36.35320341,0.138599854
1,0,0,-0.834498735,1,-0.834498735,96.1597,"a.Misspecified delay
 Immediate effect",96.0808649,-0.904404363
2,24,0,2.096927429,1,2.096927429,23.6436,"a.Misspecified delay
 Immediate effect",24.15546841,2.179557037
3,36,0,0.658837693,1,0.658837693,23.9216,"a.Misspecified delay
 Immediate effect",24.38579523,0.249247462
4,48,0,-0.297611102,1,-0.297611102,24.2599,"a.Misspecified delay
 Immediate effect",25.14134262,-0.836396319
5,72,0,-0.738846849,1,-0.738846849,25.1684,"a.Misspecified delay
 Immediate effect",26.62434604,-1.166577048
6,96,0,-0.32127764,1,-0.32127764,26.4938,"a.Misspecified delay
 Immediate effect",28.27406632,-0.605624859
7,120,0,0.693493346,1,0.693493346,28.3987,"a.Misspecified delay
 Immediate effect",31.66226485,0.728547493
8,144,0,0.813380388,1,0.813380388,31.0783,"a.Misspecified delay
 Immediate effect",35.21013049,0.875330884
1,0,0,-1.126391129,1,-1.126391129,96.1597,"a.Misspecified delay
 Immediate effect",95.9296075,-1.150952883
2,24,0,1.15034938,1,1.15034938,23.6403,"a.Misspecified delay
 Immediate effect",24.59673608,1.130069715
3,36,0,-0.15857973,1,-0.15857973,23.9159,"a.Misspecified delay
 Immediate effect",25.02425047,-0.413095354
4,48,0,-0.507220661,1,-0.507220661,24.2509,"a.Misspecified delay
 Immediate effect",25.39763759,-0.703281295
5,72,0,-0.655726679,1,-0.655726679,25.149,"a.Misspecified delay
 Immediate effect",26.70873932,-0.681951837
6,96,0,-0.168741468,1,-0.168741468,26.4568,"a.Misspecified delay
 Immediate effect",28.85482831,-0.032261648
7,120,0,0.606775364,1,0.606775364,28.3334,"a.Misspecified delay
 Immediate effect",31.6989693,0.692289196
1,0,0,0.582841507,1,0.582841507,96.1597,"a.Misspecified delay
 Immediate effect",96.0936019,0.610770831
2,24,0,1.625763386,1,1.625763386,23.609,"a.Misspecified delay
 Immediate effect",23.72737087,1.57482559
3,36,0,-0.052663527,1,-0.052663527,23.8568,"a.Misspecified delay
 Immediate effect",24.42181427,-0.289049636
4,48,0,-1.59819314,1,-1.59819314,24.1539,"a.Misspecified delay
 Immediate effect",25.16810817,-2.041223812
5,72,0,-1.160119883,1,-1.160119883,24.9346,"a.Misspecified delay
 Immediate effect",26.15907669,-1.048723105
6,96,0,-1.011034328,1,-1.011034328,26.0439,"a.Misspecified delay
 Immediate effect",27.86437631,-0.646684446
7,120,0,-1.571786817,1,-1.571786817,27.602,"a.Misspecified delay
 Immediate effect",30.71981985,-0.619760211
1,0,0,0.067730713,1,0.067730713,96.1597,"a.Misspecified delay
 Immediate effect",95.8574756,0.093568105
2,24,0,0.224973358,1,0.224973358,23.6139,"a.Misspecified delay
 Immediate effect",24.44363288,0.242646408
3,36,0,-0.002506631,1,-0.002506631,23.8657,"a.Misspecified delay
 Immediate effect",24.78503604,-0.079554483
4,48,0,-1.385171608,1,-1.385171608,24.1681,"a.Misspecified delay
 Immediate effect",24.95890996,-1.47301874
5,72,0,-0.530161445,1,-0.530161445,24.965,"a.Misspecified delay
 Immediate effect",26.76373543,-0.286543999
6,96,0,0.092878609,1,0.092878609,26.1013,"a.Misspecified delay
 Immediate effect",28.76707721,0.48400234
7,120,0,1.032153958,1,1.032153958,27.7023,"a.Misspecified delay
 Immediate effect",31.19194094,1.626396549
1,0,0,-0.504371986,1,-0.504371986,96.1597,"a.Misspecified delay
 Immediate effect",96.4791128,-0.494498701
2,24,0,1.716886018,1,1.716886018,23.6307,"a.Misspecified delay
 Immediate effect",23.91746476,1.762681575
3,36,0,0.863250052,1,0.863250052,23.8973,"a.Misspecified delay
 Immediate effect",24.79626059,0.635149941
4,48,0,-0.042625585,1,-0.042625585,24.2198,"a.Misspecified delay
 Immediate effect",24.58685132,-0.422856091
5,72,0,-0.535940027,1,-0.535940027,25.079,"a.Misspecified delay
 Immediate effect",26.24965526,-1.003230345
6,96,0,-0.775574943,1,-0.775574943,26.3202,"a.Misspecified delay
 Immediate effect",28.45507023,-1.059863469
7,120,0,-0.690308824,1,-0.690308824,28.0891,"a.Misspecified delay
 Immediate effect",31.17495436,-0.627221658
1,0,0,-0.926858513,1,-0.926858513,96.1597,"a.Misspecified delay
 Immediate effect",96.0018397,-0.965377328
2,24,0,1.062519302,1,1.062519302,23.6384,"a.Misspecified delay
 Immediate effect",24.39268374,1.077251091
3,36,0,-0.412463129,1,-0.412463129,23.9123,"a.Misspecified delay
 Immediate effect",24.67272731,-0.625519901
4,48,0,-0.232692749,1,-0.232692749,24.245,"a.Misspecified delay
 Immediate effect",25.40077425,-0.362469189
5,72,0,0.243006967,1,0.243006967,25.1357,"a.Misspecified delay
 Immediate effect",26.60878944,-0.004230561
6,96,0,1.131130901,1,1.131130901,26.431,"a.Misspecified delay
 Immediate effect",28.90994917,1.135900478
7,120,0,1.644853627,1,1.644853627,28.2872,"a.Misspecified delay
 Immediate effect",31.79068888,1.772300125
1,0,0,0.060195412,1,0.060195412,96.1597,"a.Misspecified delay
 Immediate effect",96.1871447,0.051814724
2,24,0,3.090232306,1,3.090232306,23.633,"a.Misspecified delay
 Immediate effect",24.25823697,3.009224104
3,36,0,0.027576406,1,0.027576406,23.902,"a.Misspecified delay
 Immediate effect",24.64064997,-0.52538203
4,48,0,-0.355787114,1,-0.355787114,24.228,"a.Misspecified delay
 Immediate effect",25.26590327,-0.822112133
5,72,0,-0.863250052,1,-0.863250052,25.0979,"a.Misspecified delay
 Immediate effect",26.65452072,-1.263794558
6,96,0,-0.326560927,1,-0.326560927,26.3574,"a.Misspecified delay
 Immediate effect",28.62038381,-0.446335107
7,120,0,0.135773931,1,0.135773931,28.1561,"a.Misspecified delay
 Immediate effect",30.91534426,0.201876437
1,0,0,0.055173802,1,0.055173802,96.1597,"a.Misspecified delay
 Immediate effect",96.0926524,0.053448784
2,24,0,0.792618718,1,0.792618718,23.6403,"a.Misspecified delay
 Immediate effect",23.97983105,0.747403336
3,36,0,-0.527278791,1,-0.527278791,23.9159,"a.Misspecified delay
 Immediate effect",24.20902221,-0.758327542
4,48,0,-1.799118107,1,-1.799118107,24.2509,"a.Misspecified delay
 Immediate effect",25.21060212,-1.746924468
5,72,0,-2.326347874,1,-2.326347874,25.149,"a.Misspecified delay
 Immediate effect",26.95371266,-1.875606954
6,96,0,-2.365618127,1,-2.365618127,26.4568,"a.Misspecified delay
 Immediate effect",28.51045003,-1.430670124
7,120,0,-2.197286377,1,-2.197286377,28.3334,"a.Misspecified delay
 Immediate effect",31.58855093,-0.437150527
1,0,0,-0.358458793,1,-0.358458793,96.1597,"a.Misspecified delay
 Immediate effect",96.0812208,-0.384330615
2,24,0,2.226211769,1,2.226211769,23.6148,"a.Misspecified delay
 Immediate effect",24.3027912,2.170654992
3,36,0,0.658837693,1,0.658837693,23.868,"a.Misspecified delay
 Immediate effect",25.02270415,0.304378835
4,48,0,-0.643345405,1,-0.643345405,24.1725,"a.Misspecified delay
 Immediate effect",24.61527642,-1.149438761
5,72,0,-1.895697924,1,-1.895697924,24.9758,"a.Misspecified delay
 Immediate effect",26.4639588,-2.160257894
6,96,0,-0.255936332,1,-0.255936332,26.123,"a.Misspecified delay
 Immediate effect",28.34469182,0.025928013
7,120,0,-0.915365088,1,-0.915365088,27.7416,"a.Misspecified delay
 Immediate effect",30.62417126,-0.67910983
1,0,0,-0.962098754,1,-0.962098754,96.1597,"a.Misspecified delay
 Immediate effect",96.1236098,-1.029870531
2,24,0,0.758753545,1,0.758753545,23.6112,"a.Misspecified delay
 Immediate effect",24.53918089,0.800624782
3,36,0,-1.926836573,1,-1.926836573,23.8606,"a.Misspecified delay
 Immediate effect",25.0959216,-1.963272859
4,48,0,-1.015222033,1,-1.015222033,24.1599,"a.Misspecified delay
 Immediate effect",25.85556641,-0.80753079
5,72,0,-1.635234015,1,-1.635234015,24.947,"a.Misspecified delay
 Immediate effect",26.83448773,-1.221296609
6,96,0,-1.22652812,1,-1.22652812,26.067,"a.Misspecified delay
 Immediate effect",28.56383711,-0.491270008
7,120,0,-1.210727133,1,-1.210727133,27.6419,"a.Misspecified delay
 Immediate effect",30.98983038,-0.003212886
1,0,0,0.456542384,1,0.456542384,96.1597,"a.Misspecified delay
 Immediate effect",96.5209288,0.459366722
2,24,0,0.82389363,1,0.82389363,23.6139,"a.Misspecified delay
 Immediate effect",23.92237846,0.733696389
3,36,0,-1.019427618,1,-1.019427618,23.8657,"a.Misspecified delay
 Immediate effect",24.69805111,-1.203575051
4,48,0,-1.530067588,1,-1.530067588,24.1681,"a.Misspecified delay
 Immediate effect",25.4219738,-1.605045926
5,72,0,-0.742144154,1,-0.742144154,24.965,"a.Misspecified delay
 Immediate effect",26.38022081,-0.362552145
6,96,0,-0.889005731,1,-0.889005731,26.1013,"a.Misspecified delay
 Immediate effect",28.4672038,-0.455421563
7,120,0,-0.732276205,1,-0.732276205,27.7023,"a.Misspecified delay
 Immediate effect",30.64832975,-0.02321109
1,0,0,0.45376219,1,0.45376219,96.1597,"a.Misspecified delay
 Immediate effect",96.1727633,0.425810677
2,24,0,1.866295743,1,1.866295743,23.6064,"a.Misspecified delay
 Immediate effect",24.215175,1.894487124
3,36,0,2.053748911,1,2.053748911,23.852,"a.Misspecified delay
 Immediate effect",24.38734057,1.814796539
4,48,0,1.093897353,1,1.093897353,24.1462,"a.Misspecified delay
 Immediate effect",25.26727958,0.458092807
5,72,0,1.706043397,1,1.706043397,24.9177,"a.Misspecified delay
 Immediate effect",26.06963915,0.990806328
6,96,0,2.226211769,1,2.226211769,26.0118,"a.Misspecified delay
 Immediate effect",27.85843423,2.223778083
7,120,0,2.575829304,1,2.575829304,27.5458,"a.Misspecified delay
 Immediate effect",30.35511345,2.537976851
1,0,0,1.011034328,1,1.011034328,96.1597,"a.Misspecified delay
 Immediate effect",96.305771,0.994848604
2,24,0,1.475791028,1,1.475791028,23.6064,"a.Misspecified delay
 Immediate effect",24.3846391,1.425958617
3,36,0,0.037608288,1,0.037608288,23.852,"a.Misspecified delay
 Immediate effect",24.61925623,-0.305936102
4,48,0,-0.48172685,1,-0.48172685,24.1462,"a.Misspecified delay
 Immediate effect",25.08107211,-0.753134062
5,72,0,-0.896473364,1,-0.896473364,24.9177,"a.Misspecified delay
 Immediate effect",25.75676618,-0.975916923
6,96,0,-1.036433389,1,-1.036433389,26.0118,"a.Misspecified delay
 Immediate effect",27.93808121,-0.917469079
7,120,0,0.510073457,1,0.510073457,27.5458,"a.Misspecified delay
 Immediate effect",29.80281655,1.113928144
1,0,0,-0.464904288,1,-0.464904288,96.1597,"a.Misspecified delay
 Immediate effect",96.2550993,-0.435551991
2,24,0,1.18000054,1,1.18000054,23.6064,"a.Misspecified delay
 Immediate effect",24.17276908,1.226327572
3,36,0,-0.677639965,1,-0.677639965,23.852,"a.Misspecified delay
 Immediate effect",24.40566248,-0.907832552
4,48,0,-1.538198859,1,-1.538198859,24.1462,"a.Misspecified delay
 Immediate effect",24.85626517,-1.670677935
5,72,0,-1.825006821,1,-1.825006821,24.9177,"a.Misspecified delay
 Immediate effect",26.39387559,-1.638403456
6,96,0,-1.432502721,1,-1.432502721,26.0118,"a.Misspecified delay
 Immediate effect",27.74696915,-0.690086841
7,120,0,-1.359462745,1,-1.359462745,27.5458,"a.Misspecified delay
 Immediate effect",30.44802771,-0.361645523
1,0,0,-0.082813292,1,-0.082813292,96.1597,"a.Misspecified delay
 Immediate effect",95.9941565,-0.094790901
2,24,0,1.563223647,1,1.563223647,23.5831,"a.Misspecified delay
 Immediate effect",24.24214359,1.603403402
3,36,0,-0.082813292,1,-0.082813292,23.8087,"a.Misspecified delay
 Immediate effect",24.48998227,-0.370379388
4,48,0,-0.201893479,1,-0.201893479,24.076,"a.Misspecified delay
 Immediate effect",24.96653446,-0.448752099
5,72,0,-1.425544037,1,-1.425544037,24.7663,"a.Misspecified delay
 Immediate effect",26.45090087,-1.594458835
6,96,0,-1.411830078,1,-1.411830078,25.7267,"a.Misspecified delay
 Immediate effect",27.69254471,-1.132699615
7,120,0,-0.732276205,1,-0.732276205,27.0506,"a.Misspecified delay
 Immediate effect",29.71053236,0.204587851
1,0,0,0.148434341,1,0.148434341,96.1597,"a.Misspecified delay
 Immediate effect",96.3997034,0.177867714
2,24,0,1.69539771,1,1.69539771,23.6201,"a.Misspecified delay
 Immediate effect",24.13052017,1.721110156
3,36,0,0.284535543,1,0.284535543,23.8776,"a.Misspecified delay
 Immediate effect",24.51171594,-0.094192231
4,48,0,-0.998576271,1,-0.998576271,24.1879,"a.Misspecified delay
 Immediate effect",25.58866729,-1.289991975
5,72,0,0.271508452,1,0.271508452,25.0092,"a.Misspecified delay
 Immediate effect",26.50669657,0.170942441
6,96,0,0.271508452,1,0.271508452,26.1864,"a.Misspecified delay
 Immediate effect",28.3237903,0.058230666
7,120,0,0.643345405,1,0.643345405,27.8528,"a.Misspecified delay
 Immediate effect",31.49637296,0.587753281
1,0,0,0.342466301,1,0.342466301,96.1597,"a.Misspecified delay
 Immediate effect",96.4685178,0.330968689
2,24,0,1.635234015,1,1.635234015,23.6019,"a.Misspecified delay
 Immediate effect",24.45480939,1.657786484
3,36,0,0.570999473,1,0.570999473,23.844,"a.Misspecified delay
 Immediate effect",24.7203085,0.241424705
4,48,0,-1.418653706,1,-1.418653706,24.1333,"a.Misspecified delay
 Immediate effect",24.34743986,-1.842379841
5,72,0,-1.786613365,1,-1.786613365,24.8903,"a.Misspecified delay
 Immediate effect",25.99430157,-1.928421151
6,96,0,-1.739197665,1,-1.739197665,25.9602,"a.Misspecified delay
 Immediate effect",27.66941062,-1.250412806
7,120,0,-0.022561568,1,-0.022561568,27.4561,"a.Misspecified delay
 Immediate effect",29.79104806,1.153655287
1,0,0,0.946291358,1,0.946291358,96.1597,"a.Misspecified delay
 Immediate effect",95.999186,0.920644806
2,24,0,2.652069808,1,2.652069808,23.633,"a.Misspecified delay
 Immediate effect",24.18731998,2.686429939
3,36,0,1.563223647,1,1.563223647,23.902,"a.Misspecified delay
 Immediate effect",24.90922853,1.242158427
4,48,0,-0.138304208,1,-0.138304208,24.228,"a.Misspecified delay
 Immediate effect",25.34746015,-1.016416122
5,72,0,-0.209574223,1,-0.209574223,25.0979,"a.Misspecified delay
 Immediate effect",27.23466774,-0.9211118
6,96,0,-0.661955096,1,-0.661955096,26.3574,"a.Misspecified delay
 Immediate effect",28.91874877,-1.155632348
7,120,0,-0.696684917,1,-0.696684917,28.1561,"a.Misspecified delay
 Immediate effect",32.01363546,-1.053388485
2,24,0,0.649523596,1,0.649523596,34.2373,"b.Misspecified delay
 Effect compartment",35.64983476,0.680069388
3,36,0,0.135773931,1,0.135773931,24.7951,"b.Misspecified delay
 Effect compartment",26.05528416,-0.874105531
4,48,0,0.258527277,1,0.258527277,20.6971,"b.Misspecified delay
 Effect compartment",22.06401662,-0.117766557
5,72,0,1.084823128,1,1.084823128,20.1366,"b.Misspecified delay
 Effect compartment",21.71651366,1.80300489
6,96,0,1.304685385,1,1.304685385,24.7098,"b.Misspecified delay
 Effect compartment",26.22663107,1.150648302
7,120,0,1.911035648,1,1.911035648,31.8926,"b.Misspecified delay
 Effect compartment",32.98190352,1.530956109
8,144,0,2.197286377,1,2.197286377,40.3819,"b.Misspecified delay
 Effect compartment",41.33367918,1.714201207
1,0,0,0.926858513,1,0.926858513,96.1604,"b.Misspecified delay
 Effect compartment",96.4293495,0.917694782
2,24,0,-0.643345405,1,-0.643345405,34.2373,"b.Misspecified delay
 Effect compartment",35.42413774,-0.861246102
3,36,0,-0.025068908,1,-0.025068908,24.7951,"b.Misspecified delay
 Effect compartment",25.8545268,0.953750934
4,48,0,0.377233617,1,0.377233617,20.6971,"b.Misspecified delay
 Effect compartment",21.74482973,1.245754379
5,72,0,0.268908624,1,0.268908624,20.1366,"b.Misspecified delay
 Effect compartment",21.25780717,-0.052055253
6,96,0,0.621911596,1,0.621911596,24.7098,"b.Misspecified delay
 Effect compartment",26.03021528,0.246109752
7,120,0,0.284535543,1,0.284535543,31.8926,"b.Misspecified delay
 Effect compartment",32.99968985,-0.816216483
1,0,0,-0.54173656,1,-0.54173656,96.1604,"b.Misspecified delay
 Effect compartment",96.3468917,-0.558272066
2,24,0,-0.606775364,1,-0.606775364,34.2373,"b.Misspecified delay
 Effect compartment",36.08076162,-0.518271759
3,36,0,-0.113038541,1,-0.113038541,24.7951,"b.Misspecified delay
 Effect compartment",26.28906067,0.82779413
4,48,0,-0.250759572,1,-0.250759572,20.6971,"b.Misspecified delay
 Effect compartment",22.08404702,0.142559148
5,72,0,-0.222403227,1,-0.222403227,20.1366,"b.Misspecified delay
 Effect compartment",21.77027794,-0.194539043
6,96,0,-0.374543499,1,-0.374543499,24.7098,"b.Misspecified delay
 Effect compartment",26.06958356,-0.502596753
7,120,0,-1.036433389,1,-1.036433389,31.8926,"b.Misspecified delay
 Effect compartment",32.96710837,-1.909623454
8,144,0,-1.160119883,1,-1.160119883,40.3819,"b.Misspecified delay
 Effect compartment",41.20476857,-1.335404815
1,0,0,-0.866894167,1,-0.866894167,96.1604,"b.Misspecified delay
 Effect compartment",96.3328689,-0.84983281
2,24,0,-0.693493346,1,-0.693493346,33.9126,"b.Misspecified delay
 Effect compartment",35.18360917,-0.553066794
3,36,0,-0.219834564,1,-0.219834564,24.2777,"b.Misspecified delay
 Effect compartment",25.14920253,0.856722664
4,48,0,-0.310737745,1,-0.310737745,19.9931,"b.Misspecified delay
 Effect compartment",20.96694374,0.292601952
5,72,0,-0.207012623,1,-0.207012623,19.0646,"b.Misspecified delay
 Effect compartment",20.46310004,0.209756406
6,96,0,-0.609791399,1,-0.609791399,23.2792,"b.Misspecified delay
 Effect compartment",24.5773274,-1.083078281
7,120,0,-0.892733324,1,-0.892733324,30.1382,"b.Misspecified delay
 Effect compartment",31.50585746,-1.118154882
8,144,0,-0.813380388,1,-0.813380388,38.3743,"b.Misspecified delay
 Effect compartment",39.30578321,-0.203146147
1,0,0,1.644853627,1,1.644853627,96.1604,"b.Misspecified delay
 Effect compartment",95.9962392,1.720567873
2,24,0,0.631061979,1,0.631061979,35.1468,"b.Misspecified delay
 Effect compartment",35.58309567,0.220884896
3,36,0,0.102953344,1,0.102953344,26.2837,"b.Misspecified delay
 Effect compartment",26.66134601,-1.144085897
4,48,0,1.103062556,1,1.103062556,22.7461,"b.Misspecified delay
 Effect compartment",23.24787017,1.634658819
5,72,0,1.644853627,1,1.644853627,23.2771,"b.Misspecified delay
 Effect compartment",24.10385842,1.354973835
6,96,0,1.77438191,1,1.77438191,28.8807,"b.Misspecified delay
 Effect compartment",29.67632739,0.000575501
7,120,0,2.575829304,1,2.575829304,36.9447,"b.Misspecified delay
 Effect compartment",37.7491361,1.076161515
8,144,0,2.197286377,1,2.197286377,46.0569,"b.Misspecified delay
 Effect compartment",46.62305078,-0.763369385
1,0,0,-1.075837361,1,-1.075837361,96.1604,"b.Misspecified delay
 Effect compartment",96.0327586,-1.068066126
2,24,0,0.240426031,1,0.240426031,33.996,"b.Misspecified delay
 Effect compartment",34.23232037,0.535863707
