grp,x,cens,y,cov,ty,PRED,ModelName,PPRED,PWRES
3,36,0,0.191670902,1,0.191670902,24.4234,"b.Misspecified delay
 Effect compartment",24.73506049,0.192048197
4,48,0,-0.17892066,1,-0.17892066,20.2,"b.Misspecified delay
 Effect compartment",20.56170927,-0.797395334
5,72,0,0.71598599,1,0.71598599,19.3928,"b.Misspecified delay
 Effect compartment",20.0975018,1.583447138
6,96,0,0.407010876,1,0.407010876,23.7265,"b.Misspecified delay
 Effect compartment",25.04458033,-0.095759098
7,120,0,0.962098754,1,0.962098754,30.6943,"b.Misspecified delay
 Effect compartment",31.79701136,1.228005874
8,144,0,1.049387085,1,1.049387085,39.0176,"b.Misspecified delay
 Effect compartment",40.08192699,1.049871954
2,24,0,-0.374543499,1,-0.374543499,34.4018,"b.Misspecified delay
 Effect compartment",34.54022221,-0.361436009
3,36,0,-0.253347103,1,-0.253347103,25.0739,"b.Misspecified delay
 Effect compartment",25.20351196,0.122356467
4,48,0,-0.090361437,1,-0.090361437,21.0873,"b.Misspecified delay
 Effect compartment",21.29308558,0.432664423
5,72,0,-0.603764838,1,-0.603764838,20.7461,"b.Misspecified delay
 Effect compartment",21.31446874,-1.006627662
6,96,0,-0.855995985,1,-0.855995985,25.5307,"b.Misspecified delay
 Effect compartment",26.26376697,-0.943804654
7,120,0,-0.597760126,1,-0.597760126,32.901,"b.Misspecified delay
 Effect compartment",33.41321868,0.324018598
8,144,0,-0.772193214,1,-0.772193214,41.5323,"b.Misspecified delay
 Effect compartment",41.90329287,-0.259511698
1,0,0,2.014090812,1,2.014090812,96.1604,"b.Misspecified delay
 Effect compartment",96.2300751,1.888512903
2,24,0,0.067730713,1,0.067730713,33.7213,"b.Misspecified delay
 Effect compartment",34.60740317,-0.326165295
3,36,0,0.201893479,1,0.201893479,23.966,"b.Misspecified delay
 Effect compartment",24.84263194,0.173050155
4,48,0,0.768820293,1,0.768820293,19.5642,"b.Misspecified delay
 Effect compartment",20.42764247,1.305997208
5,72,0,0.722479052,1,0.722479052,18.403,"b.Misspecified delay
 Effect compartment",19.54722119,0.427897699
6,96,0,1.006864279,1,1.006864279,22.3884,"b.Misspecified delay
 Effect compartment",23.45896513,0.570281122
7,120,0,1.205526796,1,1.205526796,29.0359,"b.Misspecified delay
 Effect compartment",30.14066593,0.542717331
8,144,0,1.398376621,1,1.398376621,37.1,"b.Misspecified delay
 Effect compartment",37.74500204,1.3378402
1,0,0,-0.671346215,1,-0.671346215,96.1604,"b.Misspecified delay
 Effect compartment",96.1318141,-0.641941748
2,24,0,0.347787204,1,0.347787204,34.7285,"b.Misspecified delay
 Effect compartment",35.90290746,0.526427151
3,36,0,-0.361133034,1,-0.361133034,25.6048,"b.Misspecified delay
 Effect compartment",26.8119336,-1.405704548
4,48,0,-0.123135248,1,-0.123135248,21.816,"b.Misspecified delay
 Effect compartment",23.07205468,-0.114004045
5,72,0,0.245589523,1,0.245589523,21.8608,"b.Misspecified delay
 Effect compartment",22.98515713,0.85066898
6,96,0,-0.107994569,1,-0.107994569,27.0121,"b.Misspecified delay
 Effect compartment",28.39130488,-0.573826513
7,120,0,0.32127764,1,0.32127764,34.6994,"b.Misspecified delay
 Effect compartment",35.52506367,0.643051553
8,144,0,0.148434341,1,0.148434341,43.5595,"b.Misspecified delay
 Effect compartment",44.22307444,-0.067681763
1,0,0,1.385171608,1,1.385171608,96.1604,"b.Misspecified delay
 Effect compartment",96.4225788,1.451692672
2,24,0,0.456542384,1,0.456542384,34.1358,"b.Misspecified delay
 Effect compartment",35.16753939,0.111218406
3,36,0,0.297611102,1,0.297611102,24.6411,"b.Misspecified delay
 Effect compartment",25.74769639,-0.271692294
4,48,0,-0.176374165,1,-0.176374165,20.4927,"b.Misspecified delay
 Effect compartment",21.68981577,-1.207465227
5,72,0,0.706302563,1,0.706302563,19.8334,"b.Misspecified delay
 Effect compartment",20.83043636,1.425628758
6,96,0,0.161118589,1,0.161118589,24.311,"b.Misspecified delay
 Effect compartment",25.6031446,-0.487181463
7,120,0,1.135896221,1,1.135896221,31.4086,"b.Misspecified delay
 Effect compartment",32.2539157,1.92845861
8,144,0,0.173828813,1,0.173828813,39.8329,"b.Misspecified delay
 Effect compartment",40.18033518,-1.200474995
1,0,0,0.045134628,1,0.045134628,96.1604,"b.Misspecified delay
 Effect compartment",96.1007954,0.037144645
2,24,0,0.090361437,1,0.090361437,33.8721,"b.Misspecified delay
 Effect compartment",34.91322605,0.092437374
3,36,0,-0.407010876,1,-0.407010876,24.2117,"b.Misspecified delay
 Effect compartment",25.22061666,-1.013410451
4,48,0,-0.279319034,1,-0.279319034,19.9023,"b.Misspecified delay
 Effect compartment",20.99052335,-0.0892735
5,72,0,-0.292374896,1,-0.292374896,18.9246,"b.Misspecified delay
 Effect compartment",20.58789563,0.095181318
6,96,0,-0.841621234,1,-0.841621234,23.091,"b.Misspecified delay
 Effect compartment",24.69619132,-1.081539186
7,120,0,-1.554773595,1,-1.554773595,29.9057,"b.Misspecified delay
 Effect compartment",31.69539835,-1.944254524
8,144,0,-1.391743779,1,-1.391743779,38.1062,"b.Misspecified delay
 Effect compartment",39.54991429,-0.188585501
1,0,0,-1.155220847,1,-1.155220847,96.1604,"b.Misspecified delay
 Effect compartment",95.9601688,-1.11647681
2,24,0,-0.186567182,1,-0.186567182,33.996,"b.Misspecified delay
 Effect compartment",34.57539087,0.121355954
3,36,0,0.28192633,1,0.28192633,24.4234,"b.Misspecified delay
 Effect compartment",25.16184006,0.994856416
4,48,0,-0.055173802,1,-0.055173802,20.2,"b.Misspecified delay
 Effect compartment",20.86909768,-0.233331292
1,0,0,0.816874766,1,0.816874766,96.1604,"b.Misspecified delay
 Effect compartment",96.0563577,0.86018367
2,24,0,0.484543782,1,0.484543782,33.996,"b.Misspecified delay
 Effect compartment",34.37057345,0.29773606
3,36,0,0.990356294,1,0.990356294,24.4234,"b.Misspecified delay
 Effect compartment",24.94165736,1.081164538
4,48,0,0.53883603,1,0.53883603,20.2,"b.Misspecified delay
 Effect compartment",20.75487996,-0.567296518
5,72,0,0.077783842,1,0.077783842,19.3928,"b.Misspecified delay
 Effect compartment",19.92551594,-1.025216817
6,96,0,0.227544977,1,0.227544977,23.7265,"b.Misspecified delay
 Effect compartment",24.16294585,0.199697682
7,120,0,-0.266310613,1,-0.266310613,30.6943,"b.Misspecified delay
 Effect compartment",31.30696244,-0.728606897
8,144,0,-0.271508452,1,-0.271508452,39.0176,"b.Misspecified delay
 Effect compartment",39.10767574,0.073550136
1,0,0,-1.340755034,1,-1.340755034,96.1604,"b.Misspecified delay
 Effect compartment",96.0712238,-1.37133443
2,24,0,-0.022561568,1,-0.022561568,34.7285,"b.Misspecified delay
 Effect compartment",35.62615753,0.270858574
3,36,0,-0.060195412,1,-0.060195412,25.6048,"b.Misspecified delay
 Effect compartment",26.47769792,0.021201079
4,48,0,-0.820379146,1,-0.820379146,21.816,"b.Misspecified delay
 Effect compartment",22.91330641,-1.646142367
5,72,0,0.148434341,1,0.148434341,21.8608,"b.Misspecified delay
 Effect compartment",22.99516371,1.134761294
6,96,0,-0.050153583,1,-0.050153583,27.0121,"b.Misspecified delay
 Effect compartment",28.44985767,0.111874303
7,120,0,-0.54173656,1,-0.54173656,34.6994,"b.Misspecified delay
 Effect compartment",35.60567772,-1.302779241
8,144,0,-0.649523596,1,-0.649523596,43.5595,"b.Misspecified delay
 Effect compartment",44.28464765,-1.168158995
1,0,0,-1.248084811,1,-1.248084811,96.1604,"b.Misspecified delay
 Effect compartment",96.1814185,-1.254085662
2,24,0,0.55338472,1,0.55338472,34.5242,"b.Misspecified delay
 Effect compartment",35.26946625,0.948059464
3,36,0,0.326560927,1,0.326560927,25.2599,"b.Misspecified delay
 Effect compartment",26.04556273,-0.309900436
4,48,0,0.110516204,1,0.110516204,21.3342,"b.Misspecified delay
 Effect compartment",21.81073953,-0.829625015
5,72,0,-0.105473622,1,-0.105473622,21.1116,"b.Misspecified delay
 Effect compartment",21.70474537,-0.449800924
6,96,0,-0.080298313,1,-0.080298313,26.0093,"b.Misspecified delay
 Effect compartment",26.35261852,0.188151555
7,120,0,0.374543499,1,0.374543499,33.4779,"b.Misspecified delay
 Effect compartment",33.62853833,1.279225144
8,144,0,0.194224628,1,0.194224628,42.1808,"b.Misspecified delay
 Effect compartment",42.12659764,0.534636177
1,0,0,-1.762410298,1,-1.762410298,96.1604,"b.Misspecified delay
 Effect compartment",96.2272349,-1.726093398
2,24,0,-0.087844838,1,-0.087844838,34.4616,"b.Misspecified delay
 Effect compartment",34.81410609,0.23493465
3,36,0,-0.135773931,1,-0.135773931,25.171,"b.Misspecified delay
 Effect compartment",25.31420974,-0.065797698
4,48,0,-0.090361437,1,-0.090361437,21.2207,"b.Misspecified delay
 Effect compartment",21.8446954,0.053179405
5,72,0,-0.102953344,1,-0.102953344,20.9505,"b.Misspecified delay
 Effect compartment",21.59415678,0.0914801
6,96,0,0.06521854,1,0.06521854,25.803,"b.Misspecified delay
 Effect compartment",26.03448557,0.156948371
7,120,0,0.292374896,1,0.292374896,33.2327,"b.Misspecified delay
 Effect compartment",33.27494659,0.560001891
1,0,0,0.855995985,1,0.855995985,96.1604,"b.Misspecified delay
 Effect compartment",96.2048015,0.830350737
2,24,0,0.115561597,1,0.115561597,33.9544,"b.Misspecified delay
 Effect compartment",35.17960747,-0.069342328
3,36,0,-0.133244524,1,-0.133244524,24.3458,"b.Misspecified delay
 Effect compartment",25.39303881,-0.487285039
4,48,0,-0.845198535,1,-0.845198535,20.0867,"b.Misspecified delay
 Effect compartment",21.32446747,-2.035216118
5,72,0,-0.32127764,1,-0.32127764,19.2088,"b.Misspecified delay
 Effect compartment",20.58454406,0.56967387
6,96,0,-0.550465695,1,-0.550465695,23.4731,"b.Misspecified delay
 Effect compartment",24.91320497,-0.066287618
7,120,0,-1.210727133,1,-1.210727133,30.3774,"b.Misspecified delay
 Effect compartment",31.76589649,-1.561975809
1,0,0,0.092878609,1,0.092878609,96.1604,"b.Misspecified delay
 Effect compartment",96.0553613,0.095078197
2,24,0,-0.680796919,1,-0.680796919,34.0435,"b.Misspecified delay
 Effect compartment",34.85907252,-0.761461938
3,36,0,-0.075269862,1,-0.075269862,24.4808,"b.Misspecified delay
 Effect compartment",25.42430786,1.126617027
4,48,0,-0.655726679,1,-0.655726679,20.2658,"b.Misspecified delay
 Effect compartment",21.11932155,-0.942026415
5,72,0,0.095396369,1,0.095396369,19.4748,"b.Misspecified delay
 Effect compartment",20.39279735,0.966480228
6,96,0,0.382622075,1,0.382622075,23.8239,"b.Misspecified delay
 Effect compartment",24.60392938,0.809845006
7,120,0,0.830953321,1,0.830953321,30.8051,"b.Misspecified delay
 Effect compartment",31.58054664,1.07068279
1,0,0,-0.624955903,1,-0.624955903,96.1604,"b.Misspecified delay
 Effect compartment",96.3409523,-0.656710277
2,24,0,0.209574223,1,0.209574223,34.3175,"b.Misspecified delay
 Effect compartment",35.31346777,0.406401549
3,36,0,0.48172685,1,0.48172685,24.9251,"b.Misspecified delay
 Effect compartment",25.73856338,0.675836255
4,48,0,0.189118426,1,0.189118426,20.8753,"b.Misspecified delay
 Effect compartment",21.52554947,-0.308941035
5,72,0,-0.007519956,1,-0.007519956,20.4098,"b.Misspecified delay
 Effect compartment",21.25954978,-0.454386523
6,96,0,-0.431644239,1,-0.431644239,25.0745,"b.Misspecified delay
 Effect compartment",26.28034878,-0.989803106
7,120,0,-0.690308824,1,-0.690308824,32.3387,"b.Misspecified delay
 Effect compartment",33.31918842,-0.909456693
1,0,0,-1.432502721,1,-1.432502721,96.1604,"b.Misspecified delay
 Effect compartment",96.2613737,-1.433232445
2,24,0,-0.219834564,1,-0.219834564,34.4314,"b.Misspecified delay
 Effect compartment",35.49038574,0.142542676
3,36,0,-0.28192633,1,-0.28192633,25.122,"b.Misspecified delay
 Effect compartment",25.85350207,-0.271391151
4,48,0,0.148434341,1,0.148434341,21.1533,"b.Misspecified delay
 Effect compartment",21.9438492,0.782293434
5,72,0,0.515791557,1,0.515791557,20.8473,"b.Misspecified delay
 Effect compartment",21.86950065,1.097680448
6,96,0,1.121676528,1,1.121676528,25.6655,"b.Misspecified delay
 Effect compartment",26.85160348,1.218942838
7,120,0,1.625763386,1,1.625763386,33.0653,"b.Misspecified delay
 Effect compartment",33.99253039,1.182231698
1,0,0,0.025068908,1,0.025068908,96.1604,"b.Misspecified delay
 Effect compartment",96.372697,0.039594107
2,24,0,1.21596042,1,1.21596042,34.3444,"b.Misspecified delay
 Effect compartment",35.21786951,1.245569179
3,36,0,-0.095396369,1,-0.095396369,24.9806,"b.Misspecified delay
 Effect compartment",25.6157151,-2.334715172
4,48,0,0.06521854,1,0.06521854,20.9592,"b.Misspecified delay
 Effect compartment",22.03924207,-0.668547635
5,72,0,-0.189118426,1,-0.189118426,20.5497,"b.Misspecified delay
 Effect compartment",21.54153161,-0.46205426
6,96,0,-0.055173802,1,-0.055173802,25.2687,"b.Misspecified delay
 Effect compartment",26.36327454,0.673867095
7,120,0,-0.125661347,1,-0.125661347,32.5813,"b.Misspecified delay
 Effect compartment",33.54087204,0.393989765
1,0,0,0.095396369,1,0.095396369,96.1604,"b.Misspecified delay
 Effect compartment",96.0202104,0.088408714
2,24,0,-0.417927672,1,-0.417927672,34.4616,"b.Misspecified delay
 Effect compartment",35.21090254,-0.454288705
3,36,0,-0.562170292,1,-0.562170292,25.171,"b.Misspecified delay
 Effect compartment",25.96944238,-0.411756911
4,48,0,-1.036433389,1,-1.036433389,21.2207,"b.Misspecified delay
 Effect compartment",22.02979063,-1.200742376
5,72,0,-1.242641419,1,-1.242641419,20.9505,"b.Misspecified delay
 Effect compartment",22.07459053,-0.904471176
6,96,0,-1.706043397,1,-1.706043397,25.803,"b.Misspecified delay
 Effect compartment",26.9517965,-1.132351074
7,120,0,-1.799118107,1,-1.799118107,33.2327,"b.Misspecified delay
 Effect compartment",34.37882587,-0.710702589
1,0,0,-0.498686864,1,-0.498686864,96.1604,"b.Misspecified delay
 Effect compartment",95.9121372,-0.5184274
2,24,0,0.579873392,1,0.579873392,34.0406,"b.Misspecified delay
 Effect compartment",35.08900753,0.70960306
3,36,0,0.388021666,1,0.388021666,24.4963,"b.Misspecified delay
 Effect compartment",25.47191404,-0.182224225
4,48,0,-0.224973358,1,-0.224973358,20.3004,"b.Misspecified delay
 Effect compartment",21.37422708,-1.396394035
5,72,0,-0.903991328,1,-0.903991328,19.5475,"b.Misspecified delay
 Effect compartment",20.34224141,-1.569660689
6,96,0,0.062706778,1,0.062706778,23.9343,"b.Misspecified delay
 Effect compartment",24.86584761,1.838737374
7,120,0,-0.813380388,1,-0.813380388,30.9502,"b.Misspecified delay
 Effect compartment",31.56240411,-0.941907347
1,0,0,-1.475791028,1,-1.475791028,96.1604,"b.Misspecified delay
 Effect compartment",95.8217596,-1.365583956
2,24,0,-0.308108202,1,-0.308108202,33.999,"b.Misspecified delay
 Effect compartment",34.57181541,0.03706591
3,36,0,-1.316518718,1,-1.316518718,24.4086,"b.Misspecified delay
 Effect compartment",24.94311907,-2.181647917
4,48,0,-0.294991988,1,-0.294991988,20.1667,"b.Misspecified delay
 Effect compartment",20.74163917,1.494744756
5,72,0,-0.588793212,1,-0.588793212,19.3225,"b.Misspecified delay
 Effect compartment",20.31144697,0.038255523
6,96,0,-0.535940027,1,-0.535940027,23.6197,"b.Misspecified delay
 Effect compartment",24.53190208,-0.163295178
7,120,0,-0.958124465,1,-0.958124465,30.5537,"b.Misspecified delay
 Effect compartment",31.63326011,-1.321635918
1,0,0,0.680796919,1,0.680796919,96.1604,"b.Misspecified delay
 Effect compartment",96.3665275,0.640903422
2,24,0,-0.490189232,1,-0.490189232,34.0435,"b.Misspecified delay
 Effect compartment",35.40901446,-0.679494089
3,36,0,-0.827418321,1,-0.827418321,24.4808,"b.Misspecified delay
 Effect compartment",25.94193208,-0.847510635
4,48,0,-0.877896295,1,-0.877896295,20.2658,"b.Misspecified delay
 Effect compartment",21.65424371,-0.553889663
5,72,0,-0.118085389,1,-0.118085389,19.4748,"b.Misspecified delay
 Effect compartment",20.93718513,1.368130363
6,96,0,-0.487364565,1,-0.487364565,23.8239,"b.Misspecified delay
 Effect compartment",25.36507511,-0.511147325
7,120,0,-0.725737024,1,-0.725737024,30.8051,"b.Misspecified delay
 Effect compartment",32.31852339,-1.031240628
1,0,0,0.615840189,1,0.615840189,96.1604,"b.Misspecified delay
 Effect compartment",96.1209328,0.618341724
2,24,0,0.445442506,1,0.445442506,33.9126,"b.Misspecified delay
 Effect compartment",35.04002295,0.299857975
3,36,0,1.432502721,1,1.432502721,24.2777,"b.Misspecified delay
 Effect compartment",25.1873211,2.151009435
4,48,0,1.21596042,1,1.21596042,19.9931,"b.Misspecified delay
 Effect compartment",20.99484718,0.386649158
5,72,0,1.825006821,1,1.825006821,19.0646,"b.Misspecified delay
 Effect compartment",20.11532726,1.600231305
6,96,0,2.45726339,1,2.45726339,23.2792,"b.Misspecified delay
 Effect compartment",24.43736859,2.206303324
7,120,0,2.747781385,1,2.747781385,30.1382,"b.Misspecified delay
 Effect compartment",31.21965178,1.355136741
1,0,0,1.40507156,1,1.40507156,96.1604,"b.Misspecified delay
 Effect compartment",96.2210779,1.39157702
2,24,0,0.102953344,1,0.102953344,33.9126,"b.Misspecified delay
 Effect compartment",34.74076645,-0.22250792
3,36,0,-0.072756358,1,-0.072756358,24.2777,"b.Misspecified delay
 Effect compartment",25.09553536,-0.599604068
4,48,0,-0.060195412,1,-0.060195412,19.9931,"b.Misspecified delay
 Effect compartment",21.0783453,-0.112751538
5,72,0,-0.235268941,1,-0.235268941,19.0646,"b.Misspecified delay
 Effect compartment",20.25279696,-0.355411419
6,96,0,-0.45376219,1,-0.45376219,23.2792,"b.Misspecified delay
 Effect compartment",24.67946668,-0.566222879
7,120,0,0.227544977,1,0.227544977,30.1382,"b.Misspecified delay
 Effect compartment",31.36479657,1.625994085
1,0,0,-0.582841507,1,-0.582841507,96.1604,"b.Misspecified delay
 Effect compartment",96.3175845,-0.596194114
2,24,0,-0.168741468,1,-0.168741468,33.9126,"b.Misspecified delay
 Effect compartment",35.40568107,-0.008306804
3,36,0,-0.658837693,1,-0.658837693,24.2777,"b.Misspecified delay
 Effect compartment",26.18750485,-1.078694491
4,48,0,-0.841621234,1,-0.841621234,19.9931,"b.Misspecified delay
 Effect compartment",21.59922635,-0.958228218
5,72,0,-0.930716949,1,-0.930716949,19.0646,"b.Misspecified delay
 Effect compartment",21.11369642,-0.231767447
6,96,0,-0.785773832,1,-0.785773832,23.2792,"b.Misspecified delay
 Effect compartment",25.25804287,0.275607467
7,120,0,-1.058121618,1,-1.058121618,30.1382,"b.Misspecified delay
 Effect compartment",31.74706117,-0.514512385
1,0,0,-0.199335898,1,-0.199335898,96.1604,"b.Misspecified delay
 Effect compartment",96.3716617,-0.193357373
2,24,0,0.28192633,1,0.28192633,33.5236,"b.Misspecified delay
 Effect compartment",34.38171358,0.352086039
3,36,0,-0.050153583,1,-0.050153583,23.6436,"b.Misspecified delay
 Effect compartment",24.59770085,-0.583973386
4,48,0,0.276713637,1,0.276713637,19.1202,"b.Misspecified delay
 Effect compartment",20.19948295,0.489551492
5,72,0,-0.487364565,1,-0.487364565,17.717,"b.Misspecified delay
 Effect compartment",19.06289421,-1.063005048
6,96,0,-0.649523596,1,-0.649523596,21.4617,"b.Misspecified delay
 Effect compartment",23.09700598,-0.653780835
7,120,0,-0.570999473,1,-0.570999473,27.8838,"b.Misspecified delay
 Effect compartment",29.45918509,0.454487833
1,0,0,0.253347103,1,0.253347103,96.1604,"b.Misspecified delay
 Effect compartment",96.2795189,0.255861306
2,24,0,0.163658486,1,0.163658486,34.1358,"b.Misspecified delay
 Effect compartment",35.32640872,0.143784298
3,36,0,0.030084077,1,0.030084077,24.6411,"b.Misspecified delay
 Effect compartment",25.7847696,-0.238763423
4,48,0,-0.379926467,1,-0.379926467,20.4927,"b.Misspecified delay
 Effect compartment",21.67434457,-1.089383794
5,72,0,0.687131287,1,0.687131287,19.8334,"b.Misspecified delay
 Effect compartment",21.09438087,1.702650039
6,96,0,0.415193851,1,0.415193851,24.311,"b.Misspecified delay
 Effect compartment",25.77334637,0.110593902
7,120,0,0.393432594,1,0.393432594,31.4086,"b.Misspecified delay
 Effect compartment",32.66555855,-0.23270994
1,0,0,0.445442506,1,0.445442506,96.1604,"b.Misspecified delay
 Effect compartment",96.4880068,0.44618509
2,24,0,0.199335898,1,0.199335898,33.8311,"b.Misspecified delay
 Effect compartment",35.41103937,0.101479612
3,36,0,0.284535543,1,0.284535543,24.1538,"b.Misspecified delay
 Effect compartment",25.86765738,0.197016591
4,48,0,-0.729002718,1,-0.729002718,19.8285,"b.Misspecified delay
 Effect compartment",21.36834555,-2.200468655
5,72,0,-0.900225986,1,-0.900225986,18.8196,"b.Misspecified delay
 Effect compartment",20.34170352,-1.15410373
6,96,0,-1.036433389,1,-1.036433389,22.9554,"b.Misspecified delay
 Effect compartment",24.57043292,-0.176168727
7,120,0,-0.143367435,1,-0.143367435,29.7423,"b.Misspecified delay
 Effect compartment",31.33731421,2.373728907
1,0,0,1.140687476,1,1.140687476,96.1604,"b.Misspecified delay
 Effect compartment",96.1905161,1.196128557
2,24,0,0.950220942,1,0.950220942,34.3444,"b.Misspecified delay
 Effect compartment",35.75144448,0.720493376
3,36,0,0.942376333,1,0.942376333,24.9806,"b.Misspecified delay
 Effect compartment",26.25690964,0.247222528
4,48,0,0.125661347,1,0.125661347,20.9592,"b.Misspecified delay
 Effect compartment",22.26558793,-1.702060091
5,72,0,0.219834564,1,0.219834564,20.5497,"b.Misspecified delay
 Effect compartment",21.85199277,-0.143128369
6,96,0,-0.310737745,1,-0.310737745,25.2687,"b.Misspecified delay
 Effect compartment",26.65606042,-0.96829433
7,120,0,-0.748763107,1,-0.748763107,32.5813,"b.Misspecified delay
 Effect compartment",33.81670876,-1.000788684
2,24,0,1.298836633,1,1.298836633,33.7855,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.8765957,1.266593336
3,36,0,0.353117972,1,0.353117972,24.463,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.54094001,-0.756443818
4,48,0,0.490189232,1,0.490189232,20.399,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.67022587,-0.130249512
5,72,0,1.391743779,1,1.391743779,19.7315,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.2252037,1.718751213
6,96,0,1.418653706,1,1.418653706,24.0814,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.67728559,1.024860878
7,120,0,1.838423669,1,1.838423669,31.0191,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",32.54633258,1.409678632
8,144,0,2.170090378,1,2.170090378,39.304,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",40.54840236,1.893341207
1,0,0,0.930716949,1,0.930716949,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.005478,0.933722305
2,24,0,-0.938475698,1,-0.938475698,33.7855,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",35.0568598,-1.211599083
3,36,0,0.015040337,1,0.015040337,24.463,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.66123774,0.845056558
4,48,0,0.591776891,1,0.591776891,20.399,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.55879259,1.307156636
5,72,0,0.345125531,1,0.345125531,19.7315,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.99054801,-0.226191836
6,96,0,0.6682093,1,0.6682093,24.0814,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.40779261,0.377950536
7,120,0,0.347787204,1,0.347787204,31.0191,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",32.04229342,-0.844692639
1,0,0,-0.55338472,1,-0.55338472,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.4231462,-0.555146217
2,24,0,-0.852385798,1,-0.852385798,33.7855,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.90976126,-0.819320733
3,36,0,-0.070243314,1,-0.070243314,24.463,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.23353913,0.711448891
4,48,0,-0.279319034,1,-0.279319034,20.399,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.46207173,-0.045046274
5,72,0,-0.250759572,1,-0.250759572,19.7315,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.87462261,-0.090732192
6,96,0,-0.337155077,1,-0.337155077,24.0814,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.38064397,-0.381115555
7,120,0,-0.911560735,1,-0.911560735,31.0191,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",32.37704252,-1.797874089
8,144,0,-0.994457883,1,-0.994457883,39.304,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",39.89249714,-1.043931383
1,0,0,-0.877896295,1,-0.877896295,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.407411,-0.876197799
2,24,0,-1.09846842,1,-1.09846842,33.4678,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.6200334,-0.924864873
3,36,0,-0.318639364,1,-0.318639364,23.9602,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.81800291,0.703329473
4,48,0,-0.339809491,1,-0.339809491,19.7171,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.55864125,0.229785857
5,72,0,-0.095396369,1,-0.095396369,18.6937,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",19.67974919,0.335103621
6,96,0,-0.603764838,1,-0.603764838,22.6916,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",23.84220445,-0.937268964
7,120,0,-0.725737024,1,-0.725737024,29.3044,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",30.29686965,-0.950984518
8,144,0,-0.568051498,1,-0.568051498,37.3264,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",37.68952892,0.024798206
1,0,0,1.644853627,1,1.644853627,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.193432,1.677039665
2,24,0,1.011034328,1,1.011034328,34.6757,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",35.6735966,0.829240384
3,36,0,0.14590042,1,0.14590042,25.9101,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",26.88592945,-1.106003149
4,48,0,1.616436371,1,1.616436371,22.3856,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",23.5195305,1.582138742
5,72,0,1.943133751,1,1.943133751,22.7765,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",24.06710496,1.063865316
6,96,0,1.799118107,1,1.799118107,28.1428,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",29.56807819,-0.053090237
7,120,0,2.365618127,1,2.365618127,35.9724,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",37.19181579,0.821813555
8,144,0,2.014090812,1,2.014090812,44.916,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",45.32464867,-0.747760694
1,0,0,-1.066937632,1,-1.066937632,96.1395,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",96.1979151,-1.055753816
2,24,0,0.345125531,1,0.345125531,33.5492,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",34.58110819,0.514732421
3,36,0,0.276713637,1,0.276713637,24.1016,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",25.42065184,0.145316952
4,48,0,-0.294991988,1,-0.294991988,19.9173,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",21.24259236,-0.856730527
5,72,0,0.923013826,1,0.923013826,19.0111,"c.Misspecified delay and correlation
 Effect compartment, Full Omega",20.87236754,1.575259083
