Scenario,Strat1,Strat2,Strat3,t,DV,ObsName
,0,0,0,96,18.801,EObs
,0,0,0,120,15.3024,EObs
,0,0,0,0,96.569,EObs
,0,0,0,24,26.5379,EObs
,0,0,0,36,24.584,EObs
,0,0,0,48,13.0778,EObs
,0,0,0,72,21.8094,EObs
,0,0,0,96,29.8113,EObs
,0,0,0,120,42.8473,EObs
,0,0,0,0,92.625,EObs
,0,0,0,24,38.2056,EObs
,0,0,0,36,31.5316,EObs
,0,0,0,48,23.7388,EObs
,0,0,0,72,20.9142,EObs
,0,0,0,96,20.3402,EObs
,0,0,0,120,22.964,EObs
,0,0,0,0,88.494,EObs
,0,0,0,24,32.7437,EObs
,0,0,0,36,21.005,EObs
,0,0,0,48,22.3825,EObs
,0,0,0,72,26.6363,EObs
,0,0,0,96,38.6572,EObs
,0,0,0,120,52.3915,EObs
,0,0,0,0,96.596,EObs
,0,0,0,24,48.6702,EObs
,0,0,0,36,24.2809,EObs
,0,0,0,48,21.5505,EObs
,0,0,0,72,18.1466,EObs
,0,0,0,96,24.4518,EObs
,0,0,0,120,30.2265,EObs
,0,0,0,0,96.497,EObs
,0,0,0,24,29.8582,EObs
,0,0,0,36,18.9104,EObs
,0,0,0,48,10.0374,EObs
,0,0,0,72,7.12584,EObs
,0,0,0,96,5.37522,EObs
,0,0,0,120,9.21237,EObs
,0,0,0,0,93.066,EObs
,0,0,0,24,42.0755,EObs
,0,0,0,36,30.1919,EObs
,0,0,0,48,19.0498,EObs
,0,0,0,72,10.6424,EObs
,0,0,0,96,26.0416,EObs
,0,0,0,120,21.4318,EObs
,0,0,0,0,88.021,EObs
,0,0,0,24,30.838,EObs
,0,0,0,36,9.13401,EObs
,0,0,0,48,17.8187,EObs
,0,0,0,72,13.6486,EObs
,0,0,0,96,18.109,EObs
,0,0,0,120,19.1019,EObs
,0,0,0,0,99.997,EObs
,0,0,0,24,29.9245,EObs
,0,0,0,36,16.3204,EObs
,0,0,0,48,11.4534,EObs
,0,0,0,72,19.6412,EObs
,0,0,0,96,19.3222,EObs
,0,0,0,120,22.4075,EObs
,0,0,0,0,99.465,EObs
,0,0,0,24,40.4379,EObs
,0,0,0,36,42.9253,EObs
,0,0,0,48,35.4134,EObs
,0,0,0,72,43.337,EObs
,0,0,0,96,60.0819,EObs
,0,0,0,120,73.0193,EObs
,0,0,0,0,103.98,EObs
,0,0,0,24,36.5316,EObs
,0,0,0,36,24.8695,EObs
,0,0,0,48,21.3431,EObs
,0,0,0,72,18.6656,EObs
,0,0,0,96,19.6761,EObs
,0,0,0,120,35.6416,EObs
,0,0,0,0,92.94,EObs
,0,0,0,24,33.8759,EObs
,0,0,0,36,18.6256,EObs
,0,0,0,48,11.6004,EObs
,0,0,0,72,10.5853,EObs
,0,0,0,96,15.7035,EObs
,0,0,0,120,17.7166,EObs
,0,0,0,0,95.305,EObs
,0,0,0,24,38.3823,EObs
,0,0,0,36,24.8393,EObs
,0,0,0,48,24.7636,EObs
,0,0,0,72,15.5358,EObs
,0,0,0,96,16.8374,EObs
,0,0,0,120,25.0446,EObs
,0,0,0,0,97.752,EObs
,0,0,0,24,37.644,EObs
,0,0,0,36,26.5448,EObs
,0,0,0,48,16.9441,EObs
,0,0,0,72,28.469,EObs
,0,0,0,96,30.635,EObs
,0,0,0,120,37.688,EObs
,0,0,0,0,98.957,EObs
,0,0,0,24,38.2944,EObs
,0,0,0,36,29.8277,EObs
,0,0,0,48,12.8334,EObs
,0,0,0,72,10.3343,EObs
,0,0,0,96,12.4682,EObs
,0,0,0,120,30.2382,EObs
,0,0,0,0,102.92,EObs
,0,0,0,24,46.4885,EObs
,0,0,0,36,37.2564,EObs
,0,0,0,48,23.4734,EObs
,0,0,0,72,23.9461,EObs
,0,0,0,96,21.7945,EObs
,0,0,0,120,22.9251,EObs
,0,0,0,1,0.864745,CObs
,0,0,0,2,6.70849,CObs
,0,0,0,3,9.6033,CObs
,0,0,0,6,11.3475,CObs
,0,0,0,9,12.5787,CObs
,0,0,0,12,10.3643,CObs
,0,0,0,24,7.042,CObs
,0,0,0,36,4.5396,CObs
,0,0,0,48,3.8332,CObs
,0,0,0,72,1.38276,CObs
,0,0,0,24,6.91047,CObs
,0,0,0,36,4.38821,CObs
,0,0,0,48,4.41222,CObs
,0,0,0,72,2.36958,CObs
,0,0,0,96,1.1445,CObs
,0,0,0,120,0.618322,CObs
,0,0,0,0.5,0.496475,CObs
,0,0,0,2,3.78522,CObs
,0,0,0,3,5.80052,CObs
,0,0,0,6,9.80732,CObs
,0,0,0,12,9.35366,CObs
,0,0,0,24,8.8806,CObs
,0,0,0,36,6.0008,CObs
,0,0,0,48,6.44596,CObs
,0,0,0,72,5.58089,CObs
,0,0,0,96,3.86423,CObs
,0,0,0,120,2.78818,CObs
,0,0,0,3,6.46341,CObs
,0,0,0,6,9.88803,CObs
,0,0,0,9,12.1595,CObs
,0,0,0,24,11.549,CObs
,0,0,0,36,8.46111,CObs
,0,0,0,48,7.50932,CObs
,0,0,0,72,4.35341,CObs
,0,0,0,96,3.21438,CObs
,0,0,0,120,1.37967,CObs
,0,0,0,3,9.34146,CObs
,0,0,0,6,11.5218,CObs
,0,0,0,9,13.227,CObs
,0,0,0,12,13.2714,CObs
,0,0,0,24,8.52892,CObs
,0,0,0,36,7.31156,CObs
,0,0,0,48,5.73307,CObs
,0,0,0,72,3.62568,CObs
,0,0,0,96,1.41263,CObs
,0,0,0,120,1.02021,CObs
,0,0,0,6,11.0577,CObs
,0,0,0,12,11.0919,CObs
,0,0,0,24,6.12873,CObs
,0,0,0,36,5.35917,CObs
,0,0,0,48,3.01542,CObs
,0,0,0,72,2.12102,CObs
,0,0,0,96,1.04697,CObs
,0,0,0,120,1.0427,CObs
,0,0,0,3,12.1846,CObs
,0,0,0,6,11.2028,CObs
,0,0,0,9,10.5099,CObs
,0,0,0,12,11.8819,CObs
,0,0,0,24,11.0314,CObs
,0,0,0,36,7.35286,CObs
,0,0,0,48,5.54592,CObs
,0,0,0,72,4.4709,CObs
,0,0,0,96,3.6602,CObs
,0,0,0,3,5.00204,CObs
,0,0,0,6,8.00071,CObs
,0,0,0,9,9.17148,CObs
,0,0,0,12,8.71404,CObs
,0,0,0,24,6.35524,CObs
,0,0,0,36,5.5917,CObs
,0,0,0,48,4.1472,CObs
,0,0,0,72,2.74388,CObs
,0,0,0,96,2.28327,CObs
,0,0,0,120,1.33292,CObs
,0,0,0,1,0.062565,CObs
,0,0,0,2,3.6674,CObs
,0,0,0,3,6.0024,CObs
,0,0,0,6,9.41967,CObs
,0,0,0,9,8.94,CObs
,0,0,0,12,9.91335,CObs
,0,0,0,24,7.43026,CObs
,0,0,0,36,6.03002,CObs
,0,0,0,48,4.73235,CObs
,0,0,0,72,3.55806,CObs
,0,0,0,96,2.09547,CObs
,0,0,0,120,1.57888,CObs
,0,0,0,24,8.9016,CObs
,0,0,0,36,6.29779,CObs
,0,0,0,48,5.41612,CObs
,0,0,0,72,2.53341,CObs
,0,0,0,96,1.3743,CObs
,0,0,0,120,1.41158,CObs
,0,0,0,1.5,0.061399,CObs
,0,0,0,3,7.70969,CObs
,0,0,0,6,10.9145,CObs
,0,0,0,12,11.5333,CObs
,0,0,0,24,9.44653,CObs
,0,0,0,36,8.81575,CObs
,0,0,0,48,6.9721,CObs
,0,0,0,72,5.11082,CObs
,0,0,0,96,3.8627,CObs
,0,0,0,120,2.49936,CObs
,0,0,0,3,9.56705,CObs
,0,0,0,6,13.051,CObs
,0,0,0,9,10.213,CObs
,0,0,0,24,8.96506,CObs
,0,0,0,36,7.9906,CObs
,0,0,0,48,6.51958,CObs
,0,0,0,72,5.24407,CObs
,0,0,0,96,3.21089,CObs
,0,0,0,120,2.90404,CObs
,0,0,0,1.5,3.50159,CObs
,0,0,0,3,6.61705,CObs
,0,0,0,6,9.93637,CObs
,0,0,0,9,10.123,CObs
,0,0,0,24,9.48897,CObs
,0,0,0,36,6.80467,CObs
,0,0,0,48,6.15575,CObs
,0,0,0,72,4.89177,CObs
,0,0,0,96,2.9493,CObs
,0,0,0,120,2.33631,CObs
,0,0,0,0.5,0.4558,CObs
,0,0,0,1,0.12864,CObs
,0,0,0,2,11.8878,CObs
,0,0,0,3,12.2958,CObs
,0,0,0,6,12.3303,CObs
,0,0,0,9,11.7231,CObs
,0,0,0,24,8.65835,CObs
,0,0,0,36,6.9762,CObs
,0,0,0,48,5.87556,CObs
,0,0,0,72,4.62164,CObs
,0,0,0,96,2.32309,CObs
,0,0,0,1,3.9931,CObs
,0,0,0,3,8.93146,CObs
,0,0,0,6,10.5395,CObs
,0,0,0,9,10.82,CObs
,0,0,0,24,7.71225,CObs
,0,0,0,36,5.09766,CObs
,0,0,0,48,4.59543,CObs
,0,0,0,72,2.34408,CObs
,0,0,0,96,2.00842,CObs
,0,0,0,120,1.5802,CObs
,0,0,0,24,10.281,CObs
,0,0,0,36,10.3978,CObs
,0,0,0,48,6.78843,CObs
,0,0,0,72,4.81552,CObs
,0,0,0,96,3.12999,CObs
,0,0,0,120,2.8053,CObs
,0,0,0,24,10.3843,CObs
,0,0,0,36,7.9512,CObs
,0,0,0,48,6.06675,CObs
,0,0,0,72,4.75085,CObs
,0,0,0,96,3.09395,CObs
,0,0,0,120,1.91861,CObs
,0,0,0,24,11.5885,CObs
,0,0,0,36,7.57459,CObs
,0,0,0,48,6.18,CObs
,0,0,0,72,3.318,CObs
,0,0,0,96,2.65891,CObs
,0,0,0,120,1.87551,CObs
,0,0,0,24,8.83109,CObs
,0,0,0,36,8.05299,CObs
,0,0,0,48,5.9954,CObs
,0,0,0,72,4.0345,CObs
,0,0,0,96,3.44946,CObs
,0,0,0,120,3.34525,CObs
,0,0,0,24,9.32295,CObs
,0,0,0,36,7.22708,CObs
,0,0,0,48,4.52086,CObs
,0,0,0,72,2.6997,CObs
,0,0,0,96,1.6314,CObs
,0,0,0,120,0.563939,CObs
,0,0,0,24,8.60919,CObs
,0,0,0,36,8.06445,CObs
,0,0,0,48,6.89028,CObs
,0,0,0,72,4.39128,CObs
,0,0,0,96,3.62075,CObs
,0,0,0,120,2.2568,CObs
,0,0,0,24,9.03824,CObs
,0,0,0,36,6.48781,CObs
,0,0,0,48,6.23003,CObs
,0,0,0,72,5.10745,CObs
,0,0,0,96,4.63813,CObs
,0,0,0,120,3.29093,CObs
,0,0,0,24,10.169,CObs
,0,0,0,36,8.8806,CObs
,0,0,0,48,7.10848,CObs
,0,0,0,72,5.62546,CObs
,0,0,0,96,3.40624,CObs
,0,0,0,120,2.83199,CObs
,0,0,0,24,11.5887,CObs
,0,0,0,36,10.359,CObs
,0,0,0,48,6.60137,CObs
,0,0,0,72,5.0411,CObs
,0,0,0,96,3.9132,CObs
,0,0,0,120,2.72327,CObs
,0,0,0,24,12.0003,CObs
,0,0,0,36,9.89939,CObs
,0,0,0,48,8.5618,CObs
,0,0,0,72,5.95672,CObs
,0,0,0,96,5.52695,CObs
,0,0,0,120,3.1952,CObs
,0,0,0,24,9.71334,CObs
,0,0,0,36,7.41886,CObs
,0,0,0,48,4.7076,CObs
,0,0,0,72,3.7209,CObs
,0,0,0,96,2.05462,CObs
,0,0,0,120,1.19791,CObs
,0,0,0,24,11.3001,CObs
,0,0,0,36,9.65753,CObs
,0,0,0,48,7.53104,CObs
,0,0,0,72,5.08394,CObs
,0,0,0,96,2.7389,CObs
,0,0,0,120,0.815416,CObs
,0,0,0,24,7.4017,CObs
,0,0,0,36,7.6572,CObs
,0,0,0,48,7.2603,CObs
,0,0,0,72,5.0274,CObs
,0,0,0,96,4.8252,CObs
,0,0,0,120,3.6167,CObs
,0,0,0,24,7.37141,CObs
,0,0,0,36,7.59098,CObs
,0,0,0,48,7.01023,CObs
,0,0,0,72,5.70376,CObs
,0,0,0,96,3.53671,CObs
,0,0,0,120,3.21813,CObs
,0,0,0,24,7.7052,CObs
,0,0,0,36,7.32564,CObs
,0,0,0,48,4.87507,CObs
,0,0,0,72,2.78244,CObs
,0,0,0,96,1.85008,CObs
,0,0,0,120,0.765225,CObs
,0,0,0,24,9.37786,CObs
,0,0,0,36,8.8197,CObs
,0,0,0,48,8.29191,CObs
,0,0,0,72,6.2099,CObs
,0,0,0,96,5.6711,CObs
,0,0,0,120,3.50355,CObs
,0,0,0,24,9.7695,CObs
,0,0,0,36,10.1365,CObs
,0,0,0,48,7.41798,CObs
,0,0,0,72,4.88166,CObs
,0,0,0,96,3.83748,CObs
,0,0,0,120,2.02287,CObs
