Scenario,Strat1,Strat2,Strat3,t,DV,ObsName
,0,0,0,48,23.4843,EObs
,0,0,0,72,23.956,EObs
,0,0,0,96,21.7966,EObs
,0,0,0,120,22.9202,EObs
,0,0,0,1,0.864774,CObs
,0,0,0,2,6.70936,CObs
,0,0,0,3,9.60561,CObs
,0,0,0,6,11.3495,CObs
,0,0,0,9,12.5792,CObs
,0,0,0,12,10.3634,CObs
,0,0,0,24,7.042,CObs
,0,0,0,36,4.5396,CObs
,0,0,0,48,3.83333,CObs
,0,0,0,72,1.38294,CObs
,0,0,0,24,6.91214,CObs
,0,0,0,36,4.38897,CObs
,0,0,0,48,4.4124,CObs
,0,0,0,72,2.36937,CObs
,0,0,0,96,1.1445,CObs
,0,0,0,120,0.618343,CObs
,0,0,0,0.5,0.49654,CObs
,0,0,0,2,3.78614,CObs
,0,0,0,3,5.80152,CObs
,0,0,0,6,9.80771,CObs
,0,0,0,12,9.35283,CObs
,0,0,0,24,8.8806,CObs
,0,0,0,36,6.0008,CObs
,0,0,0,48,6.44569,CObs
,0,0,0,72,5.57984,CObs
,0,0,0,96,3.86284,CObs
,0,0,0,120,2.78678,CObs
,0,0,0,3,6.46241,CObs
,0,0,0,6,9.88999,CObs
,0,0,0,9,12.1672,CObs
,0,0,0,24,11.549,CObs
,0,0,0,36,8.4632,CObs
,0,0,0,48,7.51653,CObs
,0,0,0,72,4.36088,CObs
,0,0,0,96,3.21949,CObs
,0,0,0,120,1.37989,CObs
,0,0,0,3,9.33034,CObs
,0,0,0,6,11.4991,CObs
,0,0,0,9,13.227,CObs
,0,0,0,12,13.2712,CObs
,0,0,0,24,8.52816,CObs
,0,0,0,36,7.31033,CObs
,0,0,0,48,5.73151,CObs
,0,0,0,72,3.62541,CObs
,0,0,0,96,1.41279,CObs
,0,0,0,120,1.02066,CObs
,0,0,0,6,11.0586,CObs
,0,0,0,12,11.0953,CObs
,0,0,0,24,6.13217,CObs
,0,0,0,36,5.36195,CObs
,0,0,0,48,3.01578,CObs
,0,0,0,72,2.12044,CObs
,0,0,0,96,1.04658,CObs
,0,0,0,120,1.0427,CObs
,0,0,0,3,12.1835,CObs
,0,0,0,6,11.1984,CObs
,0,0,0,9,10.5019,CObs
,0,0,0,12,11.8702,CObs
,0,0,0,24,11.0277,CObs
,0,0,0,36,7.35537,CObs
,0,0,0,48,5.55153,CObs
,0,0,0,72,4.4709,CObs
,0,0,0,96,3.66077,CObs
,0,0,0,3,5.00507,CObs
,0,0,0,6,8.00952,CObs
,0,0,0,9,9.18112,CObs
,0,0,0,12,8.71565,CObs
,0,0,0,24,6.3511,CObs
,0,0,0,36,5.58573,CObs
,0,0,0,48,4.1472,CObs
,0,0,0,72,2.74392,CObs
,0,0,0,96,2.28337,CObs
,0,0,0,120,1.33302,CObs
,0,0,0,1,0.062565,CObs
,0,0,0,2,3.6674,CObs
,0,0,0,3,6.0024,CObs
,0,0,0,6,9.42136,CObs
,0,0,0,9,8.94,CObs
,0,0,0,12,9.91282,CObs
,0,0,0,24,7.42853,CObs
,0,0,0,36,6.02735,CObs
,0,0,0,48,4.7295,CObs
,0,0,0,72,3.55739,CObs
,0,0,0,96,2.09595,CObs
,0,0,0,120,1.58001,CObs
,0,0,0,24,8.9016,CObs
,0,0,0,36,6.29768,CObs
,0,0,0,48,5.41564,CObs
,0,0,0,72,2.53299,CObs
,0,0,0,96,1.3743,CObs
,0,0,0,120,1.41155,CObs
,0,0,0,1.5,0.0613935,CObs
,0,0,0,3,7.7084,CObs
,0,0,0,6,10.9115,CObs
,0,0,0,12,11.5325,CObs
,0,0,0,24,9.44766,CObs
,0,0,0,36,8.81962,CObs
,0,0,0,48,6.9721,CObs
,0,0,0,72,5.11161,CObs
,0,0,0,96,3.86503,CObs
,0,0,0,120,2.50212,CObs
,0,0,0,3,9.5771,CObs
,0,0,0,6,13.0534,CObs
,0,0,0,9,10.2063,CObs
,0,0,0,24,8.95548,CObs
,0,0,0,36,7.9906,CObs
,0,0,0,48,6.52025,CObs
,0,0,0,72,5.24619,CObs
,0,0,0,96,3.21328,CObs
,0,0,0,120,2.90606,CObs
,0,0,0,1.5,3.50209,CObs
,0,0,0,3,6.61445,CObs
,0,0,0,6,9.93044,CObs
,0,0,0,9,10.123,CObs
,0,0,0,24,9.48985,CObs
,0,0,0,36,6.80712,CObs
,0,0,0,48,6.15985,CObs
,0,0,0,72,4.89482,CObs
,0,0,0,96,2.94971,CObs
,0,0,0,120,2.33552,CObs
,0,0,0,0.5,0.4558,CObs
,0,0,0,1,0.128636,CObs
,0,0,0,2,11.8861,CObs
,0,0,0,3,12.2924,CObs
,0,0,0,6,12.3253,CObs
,0,0,0,9,11.7216,CObs
,0,0,0,24,8.65976,CObs
,0,0,0,36,6.9762,CObs
,0,0,0,48,5.87548,CObs
,0,0,0,72,4.62134,CObs
,0,0,0,96,2.3228,CObs
,0,0,0,1,3.99217,CObs
,0,0,0,3,8.93081,CObs
,0,0,0,6,10.5405,CObs
,0,0,0,9,10.82,CObs
,0,0,0,24,7.71266,CObs
,0,0,0,36,5.09872,CObs
,0,0,0,48,4.5972,CObs
,0,0,0,72,2.34485,CObs
,0,0,0,96,2.00858,CObs
,0,0,0,120,1.57994,CObs
,0,0,0,24,10.281,CObs
,0,0,0,36,10.3986,CObs
,0,0,0,48,6.79068,CObs
,0,0,0,72,4.81847,CObs
,0,0,0,96,3.13178,CObs
,0,0,0,120,2.80567,CObs
,0,0,0,24,10.3811,CObs
,0,0,0,36,7.9512,CObs
,0,0,0,48,6.06714,CObs
,0,0,0,72,4.75203,CObs
,0,0,0,96,3.09537,CObs
,0,0,0,120,1.9194,CObs
,0,0,0,24,11.5896,CObs
,0,0,0,36,7.573,CObs
,0,0,0,48,6.18,CObs
,0,0,0,72,3.31831,CObs
,0,0,0,96,2.65987,CObs
,0,0,0,120,1.87676,CObs
,0,0,0,24,8.8366,CObs
,0,0,0,36,8.0541,CObs
,0,0,0,48,5.99338,CObs
,0,0,0,72,4.0345,CObs
,0,0,0,96,3.44944,CObs
,0,0,0,120,3.34511,CObs
,0,0,0,24,9.32222,CObs
,0,0,0,36,7.22584,CObs
,0,0,0,48,4.52067,CObs
,0,0,0,72,2.69992,CObs
,0,0,0,96,1.6314,CObs
,0,0,0,120,0.563925,CObs
,0,0,0,24,8.60825,CObs
,0,0,0,36,8.06275,CObs
,0,0,0,48,6.88798,CObs
,0,0,0,72,4.39082,CObs
,0,0,0,96,3.62123,CObs
,0,0,0,120,2.2568,CObs
,0,0,0,24,9.03812,CObs
,0,0,0,36,6.4874,CObs
,0,0,0,48,6.22925,CObs
,0,0,0,72,5.10626,CObs
,0,0,0,96,4.6378,CObs
,0,0,0,120,3.29124,CObs
,0,0,0,24,10.169,CObs
,0,0,0,36,8.88022,CObs
,0,0,0,48,7.10714,CObs
,0,0,0,72,5.62344,CObs
,0,0,0,96,3.40453,CObs
,0,0,0,120,2.83155,CObs
,0,0,0,24,11.591,CObs
,0,0,0,36,10.359,CObs
,0,0,0,48,6.60109,CObs
,0,0,0,72,5.04015,CObs
,0,0,0,96,3.91179,CObs
,0,0,0,120,2.7219,CObs
,0,0,0,24,11.9984,CObs
,0,0,0,36,9.90135,CObs
,0,0,0,48,8.5618,CObs
,0,0,0,72,5.95647,CObs
,0,0,0,96,5.52591,CObs
,0,0,0,120,3.19405,CObs
,0,0,0,24,9.70846,CObs
,0,0,0,36,7.41772,CObs
,0,0,0,48,4.70853,CObs
,0,0,0,72,3.7209,CObs
,0,0,0,96,2.05432,CObs
,0,0,0,120,1.19716,CObs
,0,0,0,24,11.2865,CObs
,0,0,0,36,9.64255,CObs
,0,0,0,48,7.52677,CObs
,0,0,0,72,5.08628,CObs
,0,0,0,96,2.7389,CObs
,0,0,0,120,0.815427,CObs
,0,0,0,24,7.40201,CObs
,0,0,0,36,7.6578,CObs
,0,0,0,48,7.2603,CObs
,0,0,0,72,5.0274,CObs
,0,0,0,96,4.8252,CObs
,0,0,0,120,3.6167,CObs
,0,0,0,24,7.37096,CObs
,0,0,0,36,7.58897,CObs
,0,0,0,48,7.00669,CObs
,0,0,0,72,5.69994,CObs
,0,0,0,96,3.53598,CObs
,0,0,0,120,3.21896,CObs
,0,0,0,24,7.7052,CObs
,0,0,0,36,7.32611,CObs
,0,0,0,48,4.87628,CObs
,0,0,0,72,2.78372,CObs
,0,0,0,96,1.85085,CObs
,0,0,0,120,0.765301,CObs
,0,0,0,24,9.37589,CObs
,0,0,0,36,8.81947,CObs
,0,0,0,48,8.29169,CObs
,0,0,0,72,6.2099,CObs
,0,0,0,96,5.6711,CObs
,0,0,0,120,3.50357,CObs
,0,0,0,24,9.7695,CObs
,0,0,0,36,10.136,CObs
,0,0,0,48,7.41736,CObs
,0,0,0,72,4.88109,CObs
,0,0,0,96,3.83678,CObs
,0,0,0,120,2.02277,CObs
