Scenario,Strat1,Strat2,Strat3,t,DV,ObsName
,0,0,0,9,12.6373,CObs
,0,0,0,12,10.3805,CObs
,0,0,0,24,7.042,CObs
,0,0,0,36,4.5396,CObs
,0,0,0,48,3.84689,CObs
,0,0,0,72,1.39221,CObs
,0,0,0,24,6.9765,CObs
,0,0,0,36,4.41938,CObs
,0,0,0,48,4.4328,CObs
,0,0,0,72,2.37329,CObs
,0,0,0,96,1.1445,CObs
,0,0,0,120,0.62053,CObs
,0,0,0,0.5,0.49987,CObs
,0,0,0,2,3.82139,CObs
,0,0,0,3,5.84172,CObs
,0,0,0,6,9.85307,CObs
,0,0,0,12,9.36828,CObs
,0,0,0,24,8.8806,CObs
,0,0,0,36,6.0008,CObs
,0,0,0,48,6.41833,CObs
,0,0,0,72,5.53202,CObs
,0,0,0,96,3.81467,CObs
,0,0,0,120,2.73682,CObs
,0,0,0,3,6.38152,CObs
,0,0,0,6,9.84243,CObs
,0,0,0,9,12.1987,CObs
,0,0,0,24,11.549,CObs
,0,0,0,36,8.67497,CObs
,0,0,0,48,7.88419,CObs
,0,0,0,72,4.6553,CObs
,0,0,0,96,3.42996,CObs
,0,0,0,120,1.43037,CObs
,0,0,0,3,9.37173,CObs
,0,0,0,6,11.2881,CObs
,0,0,0,9,13.227,CObs
,0,0,0,12,13.2412,CObs
,0,0,0,24,8.49148,CObs
,0,0,0,36,7.26568,CObs
,0,0,0,48,5.6725,CObs
,0,0,0,72,3.59971,CObs
,0,0,0,96,1.40897,CObs
,0,0,0,120,1.02245,CObs
,0,0,0,6,11.1409,CObs
,0,0,0,12,11.2589,CObs
,0,0,0,24,6.26005,CObs
,0,0,0,36,5.46735,CObs
,0,0,0,48,3.05395,CObs
,0,0,0,72,2.12826,CObs
,0,0,0,96,1.04368,CObs
,0,0,0,120,1.0427,CObs
,0,0,0,3,12.0758,CObs
,0,0,0,6,10.9982,CObs
,0,0,0,9,10.228,CObs
,0,0,0,12,11.462,CObs
,0,0,0,24,10.755,CObs
,0,0,0,36,7.27943,CObs
,0,0,0,48,5.56896,CObs
,0,0,0,72,4.4709,CObs
,0,0,0,96,3.71635,CObs
,0,0,0,3,5.15487,CObs
,0,0,0,6,8.34531,CObs
,0,0,0,9,9.5607,CObs
,0,0,0,12,8.93445,CObs
,0,0,0,24,6.38648,CObs
,0,0,0,36,5.53676,CObs
,0,0,0,48,4.1472,CObs
,0,0,0,72,2.74694,CObs
,0,0,0,96,2.28828,CObs
,0,0,0,120,1.33701,CObs
,0,0,0,1,0.062565,CObs
,0,0,0,2,3.6674,CObs
,0,0,0,3,6.0024,CObs
,0,0,0,6,9.42868,CObs
,0,0,0,9,8.94,CObs
,0,0,0,12,9.8611,CObs
,0,0,0,24,7.35029,CObs
,0,0,0,36,5.93497,CObs
,0,0,0,48,4.62862,CObs
,0,0,0,72,3.50407,CObs
,0,0,0,96,2.08366,CObs
,0,0,0,120,1.58441,CObs
,0,0,0,24,8.9016,CObs
,0,0,0,36,6.28346,CObs
,0,0,0,48,5.39234,CObs
,0,0,0,72,2.51752,CObs
,0,0,0,96,1.3743,CObs
,0,0,0,120,1.40836,CObs
,0,0,0,1.5,0.0611294,CObs
,0,0,0,3,7.66132,CObs
,0,0,0,6,10.7992,CObs
,0,0,0,12,11.4507,CObs
,0,0,0,24,9.42206,CObs
,0,0,0,36,8.83509,CObs
,0,0,0,48,6.9721,CObs
,0,0,0,72,5.18922,CObs
,0,0,0,96,3.98071,CObs
,0,0,0,120,2.60701,CObs
,0,0,0,3,9.97305,CObs
,0,0,0,6,13.3811,CObs
,0,0,0,9,10.2632,CObs
,0,0,0,24,8.87697,CObs
,0,0,0,36,7.9906,CObs
,0,0,0,48,6.58784,CObs
,0,0,0,72,5.35197,CObs
,0,0,0,96,3.30398,CObs
,0,0,0,120,2.98538,CObs
,0,0,0,1.5,3.5627,CObs
,0,0,0,3,6.64659,CObs
,0,0,0,6,9.88824,CObs
,0,0,0,9,10.123,CObs
,0,0,0,24,9.57393,CObs
,0,0,0,36,6.92655,CObs
,0,0,0,48,6.31248,CObs
,0,0,0,72,5.01143,CObs
,0,0,0,96,2.99448,CObs
,0,0,0,120,2.34542,CObs
,0,0,0,0.5,0.4558,CObs
,0,0,0,1,0.128219,CObs
,0,0,0,2,11.8082,CObs
,0,0,0,3,12.1751,CObs
,0,0,0,6,12.147,CObs
,0,0,0,9,11.604,CObs
,0,0,0,24,8.62703,CObs
,0,0,0,36,6.9762,CObs
,0,0,0,48,5.86904,CObs
,0,0,0,72,4.60971,CObs
,0,0,0,96,2.31379,CObs
,0,0,0,1,3.96012,CObs
,0,0,0,3,8.88179,CObs
,0,0,0,6,10.5207,CObs
,0,0,0,9,10.82,CObs
,0,0,0,24,7.75469,CObs
,0,0,0,36,5.15222,CObs
,0,0,0,48,4.66465,CObs
,0,0,0,72,2.37494,CObs
,0,0,0,96,2.02552,CObs
,0,0,0,120,1.58433,CObs
,0,0,0,24,10.281,CObs
,0,0,0,36,10.4833,CObs
,0,0,0,48,6.90022,CObs
,0,0,0,72,4.92833,CObs
,0,0,0,96,3.19983,CObs
,0,0,0,120,2.84472,CObs
,0,0,0,24,10.4223,CObs
,0,0,0,36,7.9512,CObs
,0,0,0,48,6.104,CObs
,0,0,0,72,4.80927,CObs
,0,0,0,96,3.14817,CObs
,0,0,0,120,1.94929,CObs
,0,0,0,24,11.707,CObs
,0,0,0,36,7.59623,CObs
,0,0,0,48,6.18,CObs
,0,0,0,72,3.34771,CObs
,0,0,0,96,2.70654,CObs
,0,0,0,120,1.92326,CObs
,0,0,0,24,9.0471,CObs
,0,0,0,36,8.17636,CObs
,0,0,0,48,6.01878,CObs
,0,0,0,72,4.0345,CObs
,0,0,0,96,3.44533,CObs
,0,0,0,120,3.33791,CObs
,0,0,0,24,9.2942,CObs
,0,0,0,36,7.17742,CObs
,0,0,0,48,4.49993,CObs
,0,0,0,72,2.69516,CObs
,0,0,0,96,1.6314,CObs
,0,0,0,120,0.562707,CObs
,0,0,0,24,8.56823,CObs
,0,0,0,36,8.00667,CObs
,0,0,0,48,6.80808,CObs
,0,0,0,72,4.35571,CObs
,0,0,0,96,3.61088,CObs
,0,0,0,120,2.2568,CObs
,0,0,0,24,9.02821,CObs
,0,0,0,36,6.47107,CObs
,0,0,0,48,6.20508,CObs
,0,0,0,72,5.06527,CObs
,0,0,0,96,4.61234,CObs
,0,0,0,120,3.28505,CObs
,0,0,0,24,10.169,CObs
,0,0,0,36,8.84253,CObs
,0,0,0,48,7.04623,CObs
,0,0,0,72,5.55332,CObs
,0,0,0,96,3.34349,CObs
,0,0,0,120,2.79611,CObs
,0,0,0,24,11.5353,CObs
,0,0,0,36,10.359,CObs
,0,0,0,48,6.57307,CObs
,0,0,0,72,4.99695,CObs
,0,0,0,96,3.86301,CObs
,0,0,0,120,2.6731,CObs
,0,0,0,24,11.8482,CObs
,0,0,0,36,9.85373,CObs
,0,0,0,48,8.5618,CObs
,0,0,0,72,5.93119,CObs
,0,0,0,96,5.47855,CObs
,0,0,0,120,3.15422,CObs
,0,0,0,24,9.53439,CObs
,0,0,0,36,7.32486,CObs
,0,0,0,48,4.68589,CObs
,0,0,0,72,3.7209,CObs
,0,0,0,96,2.02635,CObs
,0,0,0,120,1.16412,CObs
,0,0,0,24,10.8294,CObs
,0,0,0,36,9.13643,CObs
,0,0,0,48,7.23406,CObs
,0,0,0,72,4.99719,CObs
,0,0,0,96,2.7389,CObs
,0,0,0,120,0.816323,CObs
,0,0,0,24,7.41792,CObs
,0,0,0,36,7.68074,CObs
,0,0,0,48,7.2603,CObs
,0,0,0,72,5.0274,CObs
,0,0,0,96,4.8252,CObs
,0,0,0,120,3.6167,CObs
,0,0,0,24,7.32515,CObs
,0,0,0,36,7.49564,CObs
,0,0,0,48,6.88239,CObs
,0,0,0,72,5.56276,CObs
,0,0,0,96,3.47591,CObs
,0,0,0,120,3.19699,CObs
,0,0,0,24,7.7052,CObs
,0,0,0,36,7.37062,CObs
,0,0,0,48,4.93502,CObs
,0,0,0,72,2.8312,CObs
,0,0,0,96,1.87967,CObs
,0,0,0,120,0.773052,CObs
,0,0,0,24,9.40465,CObs
,0,0,0,36,8.8197,CObs
,0,0,0,48,8.29191,CObs
,0,0,0,72,6.2099,CObs
,0,0,0,96,5.6711,CObs
,0,0,0,120,3.50355,CObs
,0,0,0,24,9.7695,CObs
,0,0,0,36,10.1365,CObs
,0,0,0,48,7.41798,CObs
,0,0,0,72,4.88166,CObs
,0,0,0,96,3.83748,CObs
,0,0,0,120,2.02287,CObs
